"ChEMBL ID"	"Name"	"Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL3290"	"Ephrin type-B receptor 2"	"P29323"	"SINGLE PROTEIN"	"Homo sapiens"	"1250"	"2053"	"9606"	"False"
"CHEMBL1075133"	"Rhodopsin kinase GRK7"	"Q8WTQ7"	"SINGLE PROTEIN"	"Homo sapiens"	"862"	"1439"	"9606"	"False"
"CHEMBL1075155"	"Serine/threonine-protein kinase 38"	"Q15208"	"SINGLE PROTEIN"	"Homo sapiens"	"506"	"604"	"9606"	"False"
"CHEMBL5938"	"Serine/threonine-protein kinase PLK2"	"Q9NYY3"	"SINGLE PROTEIN"	"Homo sapiens"	"854"	"1134"	"9606"	"False"
"CHEMBL267"	"Proto-oncogene tyrosine-protein kinase Src"	"P12931"	"SINGLE PROTEIN"	"Homo sapiens"	"8537"	"15433"	"9606"	"False"
"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"O00444"	"SINGLE PROTEIN"	"Homo sapiens"	"2063"	"3509"	"9606"	"False"
"CHEMBL4223"	"Tyrosine-protein kinase FRK"	"P42685"	"SINGLE PROTEIN"	"Homo sapiens"	"1629"	"2490"	"9606"	"False"
"CHEMBL2777"	"Myosin light chain kinase 2, skeletal/cardiac muscle"	"Q9H1R3"	"SINGLE PROTEIN"	"Homo sapiens"	"401"	"509"	"9606"	"False"
"CHEMBL5932"	"LIM domain kinase 2"	"P53671"	"SINGLE PROTEIN"	"Homo sapiens"	"815"	"1072"	"9606"	"False"
"CHEMBL5547"	"Ankyrin repeat and protein kinase domain-containing protein 1"	"Q8NFD2"	"SINGLE PROTEIN"	"Homo sapiens"	"262"	"311"	"9606"	"False"
"CHEMBL2543"	"Casein kinase I isoform gamma-2"	"P78368"	"SINGLE PROTEIN"	"Homo sapiens"	"1792"	"2647"	"9606"	"False"
"CHEMBL4036"	"Cyclin-dependent kinase 5"	"Q00535"	"SINGLE PROTEIN"	"Homo sapiens"	"2501"	"3467"	"9606"	"False"
"CHEMBL5678"	"G protein-coupled receptor kinase 5"	"P34947"	"SINGLE PROTEIN"	"Homo sapiens"	"904"	"1320"	"9606"	"False"
"CHEMBL6162"	"Cyclin-dependent kinase 14"	"O94921"	"SINGLE PROTEIN"	"Homo sapiens"	"312"	"391"	"9606"	"False"
"CHEMBL4367"	"Tyrosine-protein kinase TXK"	"P42681"	"SINGLE PROTEIN"	"Homo sapiens"	"1416"	"2898"	"9606"	"False"
"CHEMBL3553"	"Non-receptor tyrosine-protein kinase TYK2"	"P29597"	"SINGLE PROTEIN"	"Homo sapiens"	"10448"	"44810"	"9606"	"False"
"CHEMBL4004"	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"	"Q16816"	"SINGLE PROTEIN"	"Homo sapiens"	"762"	"1236"	"9606"	"False"
"CHEMBL4282"	"RAC-alpha serine/threonine-protein kinase"	"P31749"	"SINGLE PROTEIN"	"Homo sapiens"	"7404"	"16595"	"9606"	"False"
"CHEMBL1169596"	"Serine/threonine-protein kinase A-Raf"	"P10398"	"SINGLE PROTEIN"	"Homo sapiens"	"414"	"447"	"9606"	"False"
"CHEMBL2534"	"3-phosphoinositide-dependent protein kinase 1"	"O15530"	"SINGLE PROTEIN"	"Homo sapiens"	"3970"	"7275"	"9606"	"False"
"CHEMBL3009"	"Receptor tyrosine-protein kinase erbB-4"	"Q15303"	"SINGLE PROTEIN"	"Homo sapiens"	"2113"	"2971"	"9606"	"False"
"CHEMBL4600"	"Serine/threonine-protein kinase PAK 1"	"Q13153"	"SINGLE PROTEIN"	"Homo sapiens"	"2016"	"2726"	"9606"	"False"
"CHEMBL5145"	"Serine/threonine-protein kinase B-raf"	"P15056"	"SINGLE PROTEIN"	"Homo sapiens"	"8874"	"25907"	"9606"	"False"
"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"O00238"	"SINGLE PROTEIN"	"Homo sapiens"	"790"	"1896"	"9606"	"False"
"CHEMBL3717"	"Hepatocyte growth factor receptor"	"P08581"	"SINGLE PROTEIN"	"Homo sapiens"	"8735"	"19853"	"9606"	"False"
"CHEMBL1868"	"Vascular endothelial growth factor receptor 1"	"P17948"	"SINGLE PROTEIN"	"Homo sapiens"	"4575"	"7436"	"9606"	"False"
"CHEMBL4142"	"Fibroblast growth factor receptor 2"	"P21802"	"SINGLE PROTEIN"	"Homo sapiens"	"4687"	"13303"	"9606"	"False"
"CHEMBL5314"	"Tyrosine-protein kinase receptor TYRO3"	"Q06418"	"SINGLE PROTEIN"	"Homo sapiens"	"3722"	"9453"	"9606"	"False"
"CHEMBL3616"	"Protein kinase C eta type"	"P24723"	"SINGLE PROTEIN"	"Homo sapiens"	"1240"	"1985"	"9606"	"False"
"CHEMBL4121"	"Calcium/calmodulin-dependent protein kinase type II subunit beta"	"Q13554"	"SINGLE PROTEIN"	"Homo sapiens"	"1314"	"1743"	"9606"	"False"
"CHEMBL5081"	"Interleukin-1 receptor-associated kinase 3"	"Q9Y616"	"SINGLE PROTEIN"	"Homo sapiens"	"503"	"648"	"9606"	"False"
"CHEMBL5855"	"Serine/threonine-protein kinase Nek1"	"Q96PY6"	"SINGLE PROTEIN"	"Homo sapiens"	"1379"	"2020"	"9606"	"False"
"CHEMBL2599"	"Tyrosine-protein kinase SYK"	"P43405"	"SINGLE PROTEIN"	"Homo sapiens"	"7858"	"17619"	"9606"	"False"
"CHEMBL5443"	"Cell division cycle 7-related protein kinase"	"O00311"	"SINGLE PROTEIN"	"Homo sapiens"	"1227"	"1406"	"9606"	"False"
"CHEMBL3142"	"DNA-dependent protein kinase catalytic subunit"	"P78527"	"SINGLE PROTEIN"	"Homo sapiens"	"2255"	"6651"	"9606"	"False"
"CHEMBL3935"	"Aurora kinase C"	"Q9UQB9"	"SINGLE PROTEIN"	"Homo sapiens"	"1126"	"1899"	"9606"	"False"
"CHEMBL3905"	"Tyrosine-protein kinase Lyn"	"P07948"	"SINGLE PROTEIN"	"Homo sapiens"	"3004"	"6388"	"9606"	"False"
"CHEMBL5285"	"Mitogen-activated protein kinase kinase kinase 5"	"Q99683"	"SINGLE PROTEIN"	"Homo sapiens"	"2805"	"7692"	"9606"	"False"
"CHEMBL2835"	"Tyrosine-protein kinase JAK1"	"P23458"	"SINGLE PROTEIN"	"Homo sapiens"	"14268"	"47653"	"9606"	"False"
"CHEMBL2068"	"Ephrin type-A receptor 2"	"P29317"	"SINGLE PROTEIN"	"Homo sapiens"	"2902"	"4750"	"9606"	"False"
"CHEMBL3032"	"Serine/threonine-protein kinase N2"	"Q16513"	"SINGLE PROTEIN"	"Homo sapiens"	"1615"	"2136"	"9606"	"False"
"CHEMBL4203"	"Dual specificity protein kinase CLK4"	"Q9HAZ1"	"SINGLE PROTEIN"	"Homo sapiens"	"2939"	"4468"	"9606"	"False"
"CHEMBL5759"	"Mitogen-activated protein kinase 4"	"P31152"	"SINGLE PROTEIN"	"Homo sapiens"	"261"	"316"	"9606"	"False"
"CHEMBL5320"	"Myotonin-protein kinase"	"Q09013"	"SINGLE PROTEIN"	"Homo sapiens"	"683"	"1022"	"9606"	"False"
"CHEMBL3980"	"Serine/threonine-protein kinase 17B"	"O94768"	"SINGLE PROTEIN"	"Homo sapiens"	"610"	"923"	"9606"	"False"
"CHEMBL5543"	"Dual specificity tyrosine-phosphorylation-regulated kinase 1B"	"Q9Y463"	"SINGLE PROTEIN"	"Homo sapiens"	"2233"	"3062"	"9606"	"False"
"CHEMBL5319"	"Epithelial discoidin domain-containing receptor 1"	"Q08345"	"SINGLE PROTEIN"	"Homo sapiens"	"2219"	"5364"	"9606"	"False"
"CHEMBL2508"	"Cyclin-dependent kinase 6"	"Q00534"	"SINGLE PROTEIN"	"Homo sapiens"	"1691"	"3345"	"9606"	"False"
"CHEMBL2346490"	"Cyclin-K"	"O75909"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"12"	"9606"	"False"
"CHEMBL1818"	"IkappaB kinase complex-associated protein"	"O95163"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL5794"	"Serine/threonine-protein kinase Sgk2"	"Q9HBY8"	"SINGLE PROTEIN"	"Homo sapiens"	"1539"	"2143"	"9606"	"False"
"CHEMBL2468"	"Death-associated protein kinase 3"	"O43293"	"SINGLE PROTEIN"	"Homo sapiens"	"1679"	"2215"	"9606"	"False"
"CHEMBL2939"	"Mitogen-activated protein kinase 13"	"O15264"	"SINGLE PROTEIN"	"Homo sapiens"	"2086"	"3124"	"9606"	"False"
"CHEMBL6006"	"Serine/threonine-protein kinase ULK1"	"O75385"	"SINGLE PROTEIN"	"Homo sapiens"	"1093"	"3327"	"9606"	"False"
"CHEMBL1906"	"RAF proto-oncogene serine/threonine-protein kinase"	"P04049"	"SINGLE PROTEIN"	"Homo sapiens"	"5327"	"16104"	"9606"	"False"
"CHEMBL5405"	"Serine/threonine-protein kinase 32C"	"Q86UX6"	"SINGLE PROTEIN"	"Homo sapiens"	"342"	"419"	"9606"	"False"
"CHEMBL260"	"Mitogen-activated protein kinase 14"	"Q16539"	"SINGLE PROTEIN"	"Homo sapiens"	"9153"	"16324"	"9606"	"False"
"CHEMBL1841"	"Tyrosine-protein kinase Fyn"	"P06241"	"SINGLE PROTEIN"	"Homo sapiens"	"4368"	"11093"	"9606"	"False"
"CHEMBL4225"	"Dual specificity protein kinase CLK2"	"P49760"	"SINGLE PROTEIN"	"Homo sapiens"	"3371"	"4487"	"9606"	"False"
"CHEMBL2148"	"Tyrosine-protein kinase JAK3"	"P52333"	"SINGLE PROTEIN"	"Homo sapiens"	"11618"	"34068"	"9606"	"False"
"CHEMBL2850"	"Glycogen synthase kinase-3 alpha"	"P49840"	"SINGLE PROTEIN"	"Homo sapiens"	"3707"	"7801"	"9606"	"False"
"CHEMBL5608"	"NT-3 growth factor receptor"	"Q16288"	"SINGLE PROTEIN"	"Homo sapiens"	"2039"	"2767"	"9606"	"False"
"CHEMBL2973"	"Rho-associated protein kinase 2"	"O75116"	"SINGLE PROTEIN"	"Homo sapiens"	"8452"	"20159"	"9606"	"False"
"CHEMBL5275"	"Bone morphogenetic protein receptor type-1A"	"P36894"	"SINGLE PROTEIN"	"Homo sapiens"	"875"	"2147"	"9606"	"False"
"CHEMBL5616"	"Activin receptor type-2A"	"P27037"	"SINGLE PROTEIN"	"Homo sapiens"	"320"	"382"	"9606"	"False"
"CHEMBL2815"	"High affinity nerve growth factor receptor"	"P04629"	"SINGLE PROTEIN"	"Homo sapiens"	"8686"	"26516"	"9606"	"False"
"CHEMBL5310"	"Activin receptor type-1B"	"P36896"	"SINGLE PROTEIN"	"Homo sapiens"	"956"	"1888"	"9606"	"False"
"CHEMBL2964"	"Dual specificity mitogen-activated protein kinase kinase 2"	"P36507"	"SINGLE PROTEIN"	"Homo sapiens"	"1084"	"1431"	"9606"	"False"
"CHEMBL5606"	"Serine/threonine-protein kinase STK11"	"Q15831"	"SINGLE PROTEIN"	"Homo sapiens"	"784"	"1134"	"9606"	"False"
"CHEMBL5518"	"Misshapen-like kinase 1"	"Q8N4C8"	"SINGLE PROTEIN"	"Homo sapiens"	"1760"	"2498"	"9606"	"False"
"CHEMBL2634"	"Tyrosine-protein kinase CSK"	"P41240"	"SINGLE PROTEIN"	"Homo sapiens"	"1658"	"2652"	"9606"	"False"
"CHEMBL5084"	"Casein kinase I isoform gamma-3"	"Q9Y6M4"	"SINGLE PROTEIN"	"Homo sapiens"	"1703"	"2511"	"9606"	"False"
"CHEMBL2558"	"Death-associated protein kinase 1"	"P53355"	"SINGLE PROTEIN"	"Homo sapiens"	"1097"	"1785"	"9606"	"False"
"CHEMBL5615"	"Serine/threonine-protein kinase MRCK gamma"	"Q6DT37"	"SINGLE PROTEIN"	"Homo sapiens"	"448"	"562"	"9606"	"False"
"CHEMBL2803"	"Tyrosine-protein kinase ZAP-70"	"P43403"	"SINGLE PROTEIN"	"Homo sapiens"	"1619"	"2379"	"9606"	"False"
"CHEMBL4853"	"Mitogen-activated protein kinase kinase kinase 4"	"Q9Y6R4"	"SINGLE PROTEIN"	"Homo sapiens"	"503"	"669"	"9606"	"False"
"CHEMBL5026"	"Eukaryotic elongation factor 2 kinase"	"O00418"	"SINGLE PROTEIN"	"Homo sapiens"	"1070"	"1493"	"9606"	"False"
"CHEMBL2793"	"Casein kinase I isoform alpha"	"P48729"	"SINGLE PROTEIN"	"Homo sapiens"	"2132"	"2823"	"9606"	"False"
"CHEMBL3529"	"Inhibitor of nuclear factor kappa-B kinase subunit epsilon"	"Q14164"	"SINGLE PROTEIN"	"Homo sapiens"	"2175"	"3801"	"9606"	"False"
"CHEMBL4309"	"Serine/threonine-protein kinase Nek6"	"Q9HC98"	"SINGLE PROTEIN"	"Homo sapiens"	"1286"	"2134"	"9606"	"False"
"CHEMBL4179"	"Mitogen-activated protein kinase 9"	"P45984"	"SINGLE PROTEIN"	"Homo sapiens"	"3891"	"5530"	"9606"	"False"
"CHEMBL5568"	"Proto-oncogene tyrosine-protein kinase ROS"	"P08922"	"SINGLE PROTEIN"	"Homo sapiens"	"1772"	"2966"	"9606"	"False"
"CHEMBL2872"	"Mitogen-activated protein kinase kinase kinase 9"	"P80192"	"SINGLE PROTEIN"	"Homo sapiens"	"786"	"1101"	"9606"	"False"
"CHEMBL3234"	"Tyrosine-protein kinase HCK"	"P08631"	"SINGLE PROTEIN"	"Homo sapiens"	"1785"	"3249"	"9606"	"False"
"CHEMBL4895"	"Tyrosine-protein kinase receptor UFO"	"P30530"	"SINGLE PROTEIN"	"Homo sapiens"	"5083"	"13019"	"9606"	"False"
"CHEMBL258"	"Tyrosine-protein kinase Lck"	"P06239"	"SINGLE PROTEIN"	"Homo sapiens"	"6886"	"11854"	"9606"	"False"
"CHEMBL331"	"Cyclin-dependent kinase 4"	"P11802"	"SINGLE PROTEIN"	"Homo sapiens"	"2438"	"4376"	"9606"	"False"
"CHEMBL2417351"	"Microtubule-associated serine/threonine-protein kinase 4"	"O15021"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"21"	"9606"	"False"
"CHEMBL2417352"	"Microtubule-associated serine/threonine-protein kinase 3"	"O60307"	"SINGLE PROTEIN"	"Homo sapiens"	"40"	"78"	"9606"	"False"
"CHEMBL299"	"Protein kinase C alpha type"	"P17252"	"SINGLE PROTEIN"	"Homo sapiens"	"4076"	"6223"	"9606"	"False"
"CHEMBL4598"	"Serine/threonine-protein kinase 4"	"Q13043"	"SINGLE PROTEIN"	"Homo sapiens"	"1828"	"3790"	"9606"	"False"
"CHEMBL2695"	"Focal adhesion kinase 1"	"Q05397"	"SINGLE PROTEIN"	"Homo sapiens"	"4190"	"6272"	"9606"	"False"
"CHEMBL3956"	"Mitogen-activated protein kinase kinase kinase 1"	"Q13233"	"SINGLE PROTEIN"	"Homo sapiens"	"555"	"672"	"9606"	"False"
"CHEMBL4247"	"ALK tyrosine kinase receptor"	"Q9UM73"	"SINGLE PROTEIN"	"Homo sapiens"	"4521"	"9751"	"9606"	"False"
"CHEMBL3863"	"Serine/threonine-protein kinase D1"	"Q15139"	"SINGLE PROTEIN"	"Homo sapiens"	"1250"	"2080"	"9606"	"False"
"CHEMBL5818"	"cAMP-dependent protein kinase catalytic subunit PRKX"	"P51817"	"SINGLE PROTEIN"	"Homo sapiens"	"1677"	"2373"	"9606"	"False"
"CHEMBL2343"	"Serine/threonine-protein kinase Sgk1"	"O00141"	"SINGLE PROTEIN"	"Homo sapiens"	"2149"	"4418"	"9606"	"False"
"CHEMBL3831"	"Serine/threonine-protein kinase MARK2"	"Q7KZI7"	"SINGLE PROTEIN"	"Homo sapiens"	"1847"	"2751"	"9606"	"False"
"CHEMBL3476"	"Inhibitor of nuclear factor kappa-B kinase subunit alpha"	"O15111"	"SINGLE PROTEIN"	"Homo sapiens"	"1940"	"3426"	"9606"	"False"
"CHEMBL5784"	"NUAK family SNF1-like kinase 1"	"O60285"	"SINGLE PROTEIN"	"Homo sapiens"	"1207"	"1913"	"9606"	"False"
"CHEMBL4901"	"Ephrin type-B receptor 3"	"P54753"	"SINGLE PROTEIN"	"Homo sapiens"	"1279"	"2046"	"9606"	"False"
"CHEMBL3982"	"Tyrosine-protein kinase Fer"	"P16591"	"SINGLE PROTEIN"	"Homo sapiens"	"1682"	"2550"	"9606"	"False"
"CHEMBL2742"	"Fibroblast growth factor receptor 3"	"P22607"	"SINGLE PROTEIN"	"Homo sapiens"	"6362"	"16788"	"9606"	"False"
"CHEMBL3045"	"Protein kinase C beta type"	"P05771"	"SINGLE PROTEIN"	"Homo sapiens"	"2012"	"4535"	"9606"	"False"
"CHEMBL4501"	"Ribosomal protein S6 kinase beta-1"	"P23443"	"SINGLE PROTEIN"	"Homo sapiens"	"3803"	"5957"	"9606"	"False"
"CHEMBL4898"	"BDNF/NT-3 growth factors receptor"	"Q16620"	"SINGLE PROTEIN"	"Homo sapiens"	"2630"	"4290"	"9606"	"False"
"CHEMBL4816"	"RAC-gamma serine/threonine-protein kinase"	"Q9Y243"	"SINGLE PROTEIN"	"Homo sapiens"	"2350"	"3314"	"9606"	"False"
"CHEMBL1163124"	"Mitogen-activated protein kinase kinase kinase 13"	"O43283"	"SINGLE PROTEIN"	"Homo sapiens"	"278"	"301"	"9606"	"False"
"CHEMBL1957"	"Insulin-like growth factor 1 receptor"	"P08069"	"SINGLE PROTEIN"	"Homo sapiens"	"5791"	"8978"	"9606"	"False"
"CHEMBL3024"	"Serine/threonine-protein kinase PLK1"	"P53350"	"SINGLE PROTEIN"	"Homo sapiens"	"27354"	"29080"	"9606"	"False"
"CHEMBL2041"	"Proto-oncogene tyrosine-protein kinase receptor Ret"	"P07949"	"SINGLE PROTEIN"	"Homo sapiens"	"6484"	"78255"	"9606"	"False"
"CHEMBL5274"	"Tyrosine-protein kinase receptor Tie-1"	"P35590"	"SINGLE PROTEIN"	"Homo sapiens"	"282"	"340"	"9606"	"False"
"CHEMBL2426"	"Casein kinase I isoform gamma-1"	"Q9HCP0"	"SINGLE PROTEIN"	"Homo sapiens"	"1776"	"2616"	"9606"	"False"
"CHEMBL1075167"	"Homeodomain-interacting protein kinase 4"	"Q8NE63"	"SINGLE PROTEIN"	"Homo sapiens"	"1343"	"1819"	"9606"	"False"
"CHEMBL2999"	"Serine/threonine-protein kinase PAK 3"	"O75914"	"SINGLE PROTEIN"	"Homo sapiens"	"944"	"1615"	"9606"	"False"
"CHEMBL4954"	"Ephrin type-A receptor 3"	"P29320"	"SINGLE PROTEIN"	"Homo sapiens"	"1011"	"1690"	"9606"	"False"
"CHEMBL2689"	"Macrophage-stimulating protein receptor"	"Q04912"	"SINGLE PROTEIN"	"Homo sapiens"	"1677"	"2505"	"9606"	"False"
"CHEMBL4601"	"Protein-tyrosine kinase 6"	"Q13882"	"SINGLE PROTEIN"	"Homo sapiens"	"1878"	"2914"	"9606"	"False"
"CHEMBL2637"	"Mitogen-activated protein kinase 10"	"P53779"	"SINGLE PROTEIN"	"Homo sapiens"	"3106"	"4553"	"9606"	"False"
"CHEMBL3116"	"Cyclin-dependent kinase 9"	"P50750"	"SINGLE PROTEIN"	"Homo sapiens"	"2791"	"5434"	"9606"	"False"
"CHEMBL4040"	"Mitogen-activated protein kinase 1"	"P28482"	"SINGLE PROTEIN"	"Homo sapiens"	"24506"	"38639"	"9606"	"False"
"CHEMBL1862"	"Tyrosine-protein kinase ABL1"	"P00519"	"SINGLE PROTEIN"	"Homo sapiens"	"8245"	"25804"	"9606"	"False"
"CHEMBL3961"	"Mitogen-activated protein kinase 11"	"Q15759"	"SINGLE PROTEIN"	"Homo sapiens"	"1843"	"2959"	"9606"	"False"
"CHEMBL2842"	"Serine/threonine-protein kinase mTOR"	"P42345"	"SINGLE PROTEIN"	"Homo sapiens"	"10265"	"17574"	"9606"	"False"
"CHEMBL262"	"Glycogen synthase kinase-3 beta"	"P49841"	"SINGLE PROTEIN"	"Homo sapiens"	"11278"	"24077"	"9606"	"False"
