"ChEMBL ID"	"Name"	"Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL4101"	"cAMP-dependent protein kinase catalytic subunit alpha"	"P17612"	"SINGLE PROTEIN"	"Homo sapiens"	"2614"	"3628"	"9606"	"False"
"CHEMBL3988"	"Ephrin type-A receptor 4"	"P54764"	"SINGLE PROTEIN"	"Homo sapiens"	"1295"	"2183"	"9606"	"False"
"CHEMBL6005"	"Serine/threonine-protein kinase 33"	"Q9BYT3"	"SINGLE PROTEIN"	"Homo sapiens"	"596"	"870"	"9606"	"False"
"CHEMBL4070"	"Casein kinase II subunit alpha'"	"P19784"	"SINGLE PROTEIN"	"Homo sapiens"	"1228"	"2287"	"9606"	"False"
"CHEMBL6029"	"Eukaryotic translation initiation factor 2-alpha kinase 1"	"Q9BQI3"	"SINGLE PROTEIN"	"Homo sapiens"	"556"	"740"	"9606"	"False"
"CHEMBL3530"	"Dual specificity mitogen-activated protein kinase kinase 7"	"O14733"	"SINGLE PROTEIN"	"Homo sapiens"	"938"	"1227"	"9606"	"False"
"CHEMBL1293321"	"Cyclin-T2"	"O60583"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"8"	"9606"	"False"
"CHEMBL1075184"	"Proto-oncogene serine/threonine-protein kinase mos"	"P00540"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4246"	"Tyrosine-protein kinase Tec"	"P42680"	"SINGLE PROTEIN"	"Homo sapiens"	"1367"	"2557"	"9606"	"False"
"CHEMBL4852"	"Mitogen-activated protein kinase kinase kinase kinase 5"	"Q9Y4K4"	"SINGLE PROTEIN"	"Homo sapiens"	"1385"	"1640"	"9606"	"False"
"CHEMBL5044"	"Serine/threonine-protein kinase Nek5"	"Q6P3R8"	"SINGLE PROTEIN"	"Homo sapiens"	"332"	"397"	"9606"	"False"
"CHEMBL3829"	"Calcium/calmodulin-dependent protein kinase type II subunit gamma"	"Q13555"	"SINGLE PROTEIN"	"Homo sapiens"	"1385"	"1909"	"9606"	"False"
"CHEMBL3384"	"Serine/threonine-protein kinase N1"	"Q16512"	"SINGLE PROTEIN"	"Homo sapiens"	"715"	"970"	"9606"	"False"
"CHEMBL5435"	"Serine/threonine-protein kinase ULK2"	"Q8IYT8"	"SINGLE PROTEIN"	"Homo sapiens"	"515"	"743"	"9606"	"False"
"CHEMBL5776"	"Mitogen-activated protein kinase kinase kinase 7"	"O43318"	"SINGLE PROTEIN"	"Homo sapiens"	"919"	"1434"	"9606"	"False"
"CHEMBL4576"	"Homeodomain-interacting protein kinase 2"	"Q9H2X6"	"SINGLE PROTEIN"	"Homo sapiens"	"1423"	"1776"	"9606"	"False"
"CHEMBL4487"	"Serine/threonine-protein kinase PAK 2"	"Q13177"	"SINGLE PROTEIN"	"Homo sapiens"	"1308"	"2067"	"9606"	"False"
"CHEMBL6003"	"Testis-specific serine/threonine-protein kinase 1"	"Q9BXA7"	"SINGLE PROTEIN"	"Homo sapiens"	"1473"	"2143"	"9606"	"False"
"CHEMBL5358"	"eIF-2-alpha kinase GCN2"	"Q9P2K8"	"SINGLE PROTEIN"	"Homo sapiens"	"936"	"2203"	"9606"	"False"
"CHEMBL4948"	"Dual specificity mitogen-activated protein kinase kinase 5"	"Q13163"	"SINGLE PROTEIN"	"Homo sapiens"	"583"	"792"	"9606"	"False"
"CHEMBL5667"	"Phosphatidylinositol 5-phosphate 4-kinase type-2 beta"	"P78356"	"SINGLE PROTEIN"	"Homo sapiens"	"389"	"488"	"9606"	"False"
"CHEMBL5261"	"Serine/threonine-protein kinase TAO1"	"Q7L7X3"	"SINGLE PROTEIN"	"Homo sapiens"	"1658"	"2137"	"9606"	"False"
"CHEMBL5604"	"Dual specificity testis-specific protein kinase 1"	"Q15569"	"SINGLE PROTEIN"	"Homo sapiens"	"489"	"602"	"9606"	"False"
"CHEMBL5388"	"Serine/threonine-protein kinase tousled-like 1"	"Q9UKI8"	"SINGLE PROTEIN"	"Homo sapiens"	"414"	"540"	"9606"	"False"
"CHEMBL3835"	"Serine/threonine-protein kinase Nek2"	"P51955"	"SINGLE PROTEIN"	"Homo sapiens"	"2622"	"3769"	"9606"	"False"
"CHEMBL2896"	"cGMP-dependent protein kinase 2"	"Q13237"	"SINGLE PROTEIN"	"Homo sapiens"	"1225"	"1702"	"9606"	"False"
"CHEMBL6149"	"Serine/threonine-protein kinase SIK3"	"Q9Y2K2"	"SINGLE PROTEIN"	"Homo sapiens"	"632"	"778"	"9606"	"False"
"CHEMBL5642"	"Activin receptor type-1C"	"Q8NER5"	"SINGLE PROTEIN"	"Homo sapiens"	"17"	"35"	"9606"	"False"
"CHEMBL4523"	"Serine/threonine-protein kinase pim-2"	"Q9P1W9"	"SINGLE PROTEIN"	"Homo sapiens"	"5477"	"10561"	"9606"	"False"
"CHEMBL5550"	"Atypical kinase COQ8A, mitochondrial"	"Q8NI60"	"SINGLE PROTEIN"	"Homo sapiens"	"476"	"597"	"9606"	"False"
"CHEMBL4522"	"BMP-2-inducible protein kinase"	"Q9NSY1"	"SINGLE PROTEIN"	"Homo sapiens"	"596"	"799"	"9606"	"False"
"CHEMBL3987"	"Ephrin type-A receptor 5"	"P54756"	"SINGLE PROTEIN"	"Homo sapiens"	"827"	"1216"	"9606"	"False"
"CHEMBL5332"	"Mitogen-activated protein kinase 7"	"Q13164"	"SINGLE PROTEIN"	"Homo sapiens"	"741"	"1113"	"9606"	"False"
"CHEMBL4900"	"Serine/threonine-protein kinase D2"	"Q9BZL6"	"SINGLE PROTEIN"	"Homo sapiens"	"2158"	"3031"	"9606"	"False"
"CHEMBL4602"	"Ephrin type-A receptor 7"	"Q15375"	"SINGLE PROTEIN"	"Homo sapiens"	"780"	"1152"	"9606"	"False"
"CHEMBL2221"	"cAMP-dependent protein kinase type II-alpha regulatory subunit"	"P13861"	"SINGLE PROTEIN"	"Homo sapiens"	"248"	"250"	"9606"	"False"
"CHEMBL3231"	"Rho-associated protein kinase 1"	"Q13464"	"SINGLE PROTEIN"	"Homo sapiens"	"5373"	"10690"	"9606"	"False"
"CHEMBL5703"	"Tyrosine-protein kinase Srms"	"Q9H3Y6"	"SINGLE PROTEIN"	"Homo sapiens"	"1189"	"1665"	"9606"	"False"
"CHEMBL5404"	"Serine/threonine-protein kinase tousled-like 2"	"Q86UE8"	"SINGLE PROTEIN"	"Homo sapiens"	"628"	"925"	"9606"	"False"
"CHEMBL5432"	"Mitogen-activated protein kinase kinase kinase kinase 3"	"Q8IVH8"	"SINGLE PROTEIN"	"Homo sapiens"	"598"	"762"	"9606"	"False"
"CHEMBL1075115"	"Dual specificity tyrosine-phosphorylation-regulated kinase 4"	"Q9NR20"	"SINGLE PROTEIN"	"Homo sapiens"	"927"	"970"	"9606"	"False"
"CHEMBL4454"	"Tyrosine-protein kinase Fgr"	"P09769"	"SINGLE PROTEIN"	"Homo sapiens"	"1154"	"1978"	"9606"	"False"
"CHEMBL5407"	"Serine/threonine-protein kinase pim-3"	"Q86V86"	"SINGLE PROTEIN"	"Homo sapiens"	"3956"	"8731"	"9606"	"False"
"CHEMBL2117"	"5'-AMP-activated protein kinase subunit beta-2"	"O43741"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"8"	"9606"	"False"
"CHEMBL6150"	"Serine/threonine-protein kinase 32A"	"Q8WU08"	"SINGLE PROTEIN"	"Homo sapiens"	"260"	"272"	"9606"	"False"
"CHEMBL1163112"	"Cyclin-dependent kinase-like 5"	"O76039"	"SINGLE PROTEIN"	"Homo sapiens"	"376"	"430"	"9606"	"False"
"CHEMBL3830"	"AP2-associated protein kinase 1"	"Q2M2I8"	"SINGLE PROTEIN"	"Homo sapiens"	"1480"	"6782"	"9606"	"False"
"CHEMBL4273"	"cGMP-dependent protein kinase 1"	"Q13976"	"SINGLE PROTEIN"	"Homo sapiens"	"1737"	"2968"	"9606"	"False"
"CHEMBL3108655"	"Serine/threonine-protein kinase Nek10"	"Q6ZWH5"	"SINGLE PROTEIN"	"Homo sapiens"	"186"	"191"	"9606"	"False"
"CHEMBL5247"	"Integrin-linked protein kinase"	"Q13418"	"SINGLE PROTEIN"	"Homo sapiens"	"453"	"682"	"9606"	"False"
"CHEMBL2743"	"cAMP-dependent protein kinase catalytic subunit gamma"	"P22612"	"SINGLE PROTEIN"	"Homo sapiens"	"235"	"241"	"9606"	"False"
"CHEMBL6054"	"PAS domain-containing serine/threonine-protein kinase"	"Q96RG2"	"SINGLE PROTEIN"	"Homo sapiens"	"1667"	"5538"	"9606"	"False"
"CHEMBL6151"	"Serine/threonine-protein kinase 31"	"Q9BXU1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4311"	"Serine/threonine-protein kinase PAK 6"	"Q9NQU5"	"SINGLE PROTEIN"	"Homo sapiens"	"1203"	"2052"	"9606"	"False"
"CHEMBL4483"	"Protein DBF4 homolog A"	"Q9UBU7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2270"	"cAMP-dependent protein kinase type II-beta regulatory subunit"	"P31323"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL5808"	"Cyclin-dependent kinase 11B"	"P21127"	"SINGLE PROTEIN"	"Homo sapiens"	"296"	"411"	"9606"	"False"
"CHEMBL2375201"	"Tyrosine-protein kinase transmembrane receptor ROR2"	"Q01974"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL5975"	"Serine/threonine-protein kinase RIO1"	"Q9BRS2"	"SINGLE PROTEIN"	"Homo sapiens"	"287"	"350"	"9606"	"False"
"CHEMBL4079"	"Beta-adrenergic receptor kinase 1"	"P25098"	"SINGLE PROTEIN"	"Homo sapiens"	"976"	"1249"	"9606"	"False"
"CHEMBL4674"	"Mitogen-activated protein kinase 12"	"P53778"	"SINGLE PROTEIN"	"Homo sapiens"	"2143"	"3488"	"9606"	"False"
"CHEMBL5912"	"Serine/threonine-protein kinase 32B"	"Q9NY57"	"SINGLE PROTEIN"	"Homo sapiens"	"327"	"387"	"9606"	"False"
"CHEMBL6191"	"Mitogen-activated protein kinase kinase kinase 19"	"Q56UN5"	"SINGLE PROTEIN"	"Homo sapiens"	"314"	"381"	"9606"	"False"
"CHEMBL3111"	"Ribosomal protein S6 kinase beta-2"	"Q9UBS0"	"SINGLE PROTEIN"	"Homo sapiens"	"115"	"151"	"9606"	"False"
"CHEMBL1926492"	"Tau-tubulin kinase 1"	"Q5TCY1"	"SINGLE PROTEIN"	"Homo sapiens"	"157"	"207"	"9606"	"False"
"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"O00506"	"SINGLE PROTEIN"	"Homo sapiens"	"559"	"692"	"9606"	"False"
"CHEMBL5408"	"Serine/threonine-protein kinase TBK1"	"Q9UHD2"	"SINGLE PROTEIN"	"Homo sapiens"	"4278"	"13108"	"9606"	"False"
"CHEMBL5790"	"Cyclin-dependent kinase 17"	"Q00537"	"SINGLE PROTEIN"	"Homo sapiens"	"450"	"608"	"9606"	"False"
"CHEMBL2897"	"Dual specificity mitogen-activated protein kinase kinase 4"	"P45985"	"SINGLE PROTEIN"	"Homo sapiens"	"726"	"1344"	"9606"	"False"
"CHEMBL4527"	"TRAF2 and NCK-interacting protein kinase"	"Q9UKE5"	"SINGLE PROTEIN"	"Homo sapiens"	"1223"	"2104"	"9606"	"False"
"CHEMBL3627581"	"Serine/threonine-protein kinase N3"	"Q6P5Z2"	"SINGLE PROTEIN"	"Homo sapiens"	"170"	"183"	"9606"	"False"
"CHEMBL5651"	"Serine/threonine-protein kinase 35"	"Q8TDR2"	"SINGLE PROTEIN"	"Homo sapiens"	"267"	"291"	"9606"	"False"
"CHEMBL5728"	"Cyclin-dependent kinase-like 2"	"Q92772"	"SINGLE PROTEIN"	"Homo sapiens"	"291"	"327"	"9606"	"False"
"CHEMBL5257"	"Serine/threonine-protein kinase Nek9"	"Q8TD19"	"SINGLE PROTEIN"	"Homo sapiens"	"1007"	"1642"	"9606"	"False"
"CHEMBL2453"	"5'-AMP-activated protein kinase subunit gamma-2"	"Q9UGJ0"	"SINGLE PROTEIN"	"Homo sapiens"	"245"	"247"	"9606"	"False"
"CHEMBL6014"	"Testis-specific serine/threonine-protein kinase 2"	"Q96PF2"	"SINGLE PROTEIN"	"Homo sapiens"	"1191"	"1769"	"9606"	"False"
"CHEMBL6000"	"Serine/threonine-protein kinase RIO2"	"Q9BVS4"	"SINGLE PROTEIN"	"Homo sapiens"	"515"	"685"	"9606"	"False"
"CHEMBL6083"	"Receptor-interacting serine/threonine-protein kinase 4"	"P57078"	"SINGLE PROTEIN"	"Homo sapiens"	"301"	"332"	"9606"	"False"
"CHEMBL5426"	"Myosin light chain kinase family member 4"	"Q86YV6"	"SINGLE PROTEIN"	"Homo sapiens"	"333"	"438"	"9606"	"False"
"CHEMBL5116"	"Uncharacterized serine/threonine-protein kinase SBK3"	"P0C264"	"SINGLE PROTEIN"	"Homo sapiens"	"250"	"267"	"9606"	"False"
"CHEMBL4202"	"STE20-like serine/threonine-protein kinase"	"Q9H2G2"	"SINGLE PROTEIN"	"Homo sapiens"	"1464"	"1796"	"9606"	"False"
"CHEMBL5047"	"Serine/threonine-protein kinase ULK3"	"Q6PHR2"	"SINGLE PROTEIN"	"Homo sapiens"	"706"	"1029"	"9606"	"False"
"CHEMBL3627582"	"Testis-specific serine/threonine-protein kinase 6"	"Q9BXA6"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"21"	"9606"	"False"
"CHEMBL4525"	"Serine/threonine-protein kinase 17A"	"Q9UEE5"	"SINGLE PROTEIN"	"Homo sapiens"	"1522"	"2099"	"9606"	"False"
"CHEMBL4928"	"cAMP-dependent protein kinase type I-alpha regulatory subunit"	"P10644"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"18"	"9606"	"False"
"CHEMBL2320"	"cAMP-dependent protein kinase type I-beta regulatory subunit"	"P31321"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL5052"	"Serine/threonine-protein kinase MRCK beta"	"Q9Y5S2"	"SINGLE PROTEIN"	"Homo sapiens"	"1289"	"2466"	"9606"	"False"
"CHEMBL5789"	"Cyclin-dependent kinase-like 1"	"Q00532"	"SINGLE PROTEIN"	"Homo sapiens"	"432"	"467"	"9606"	"False"
"CHEMBL1795199"	"Receptor-interacting serine/threonine-protein kinase 3"	"Q9Y572"	"SINGLE PROTEIN"	"Homo sapiens"	"703"	"1189"	"9606"	"False"
"CHEMBL3414416"	"Testis-specific serine/threonine-protein kinase 3"	"Q96PN8"	"SINGLE PROTEIN"	"Homo sapiens"	"182"	"201"	"9606"	"False"
"CHEMBL5810"	"Ephrin type-A receptor 1"	"P21709"	"SINGLE PROTEIN"	"Homo sapiens"	"810"	"1167"	"9606"	"False"
"CHEMBL2598"	"Protein kinase C iota type"	"P41743"	"SINGLE PROTEIN"	"Homo sapiens"	"2194"	"2916"	"9606"	"False"
"CHEMBL5785"	"Interferon-induced, double-stranded RNA-activated protein kinase"	"P19525"	"SINGLE PROTEIN"	"Homo sapiens"	"555"	"781"	"9606"	"False"
"CHEMBL5284"	"Calcium/calmodulin-dependent protein kinase kinase 2"	"Q96RR4"	"SINGLE PROTEIN"	"Homo sapiens"	"990"	"1484"	"9606"	"False"
"CHEMBL2417355"	"Microtubule-associated serine/threonine-protein kinase 2"	"Q6P0Q8"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"24"	"9606"	"False"
"CHEMBL5260"	"Serine/threonine-protein kinase TNNI3K"	"Q59H18"	"SINGLE PROTEIN"	"Homo sapiens"	"514"	"655"	"9606"	"False"
"CHEMBL3847"	"5'-AMP-activated protein kinase subunit beta-1"	"Q9Y478"	"SINGLE PROTEIN"	"Homo sapiens"	"57"	"60"	"9606"	"False"
"CHEMBL3836"	"LIM domain kinase 1"	"P53667"	"SINGLE PROTEIN"	"Homo sapiens"	"1832"	"2491"	"9606"	"False"
"CHEMBL5121"	"Mitogen-activated protein kinase 6"	"Q16659"	"SINGLE PROTEIN"	"Homo sapiens"	"626"	"1216"	"9606"	"False"
"CHEMBL2938"	"Protein kinase C gamma type"	"P05129"	"SINGLE PROTEIN"	"Homo sapiens"	"1809"	"2544"	"9606"	"False"
"CHEMBL4516"	"Serine/threonine-protein kinase MRCK alpha"	"Q5VT25"	"SINGLE PROTEIN"	"Homo sapiens"	"1942"	"2867"	"9606"	"False"
"CHEMBL2147"	"Serine/threonine-protein kinase pim-1"	"P11309"	"SINGLE PROTEIN"	"Homo sapiens"	"8601"	"22229"	"9606"	"False"
"CHEMBL3906"	"Ribosomal protein S6 kinase alpha-2"	"Q15349"	"SINGLE PROTEIN"	"Homo sapiens"	"1354"	"2527"	"9606"	"False"
"CHEMBL1075195"	"Serine/threonine-protein kinase TAO2"	"Q9UL54"	"SINGLE PROTEIN"	"Homo sapiens"	"760"	"1079"	"9606"	"False"
"CHEMBL5753"	"Atypical kinase COQ8B, mitochondrial"	"Q96D53"	"SINGLE PROTEIN"	"Homo sapiens"	"275"	"352"	"9606"	"False"
"CHEMBL3337327"	"Tau-tubulin kinase 2"	"Q6IQ55"	"SINGLE PROTEIN"	"Homo sapiens"	"123"	"131"	"9606"	"False"
"CHEMBL4967"	"NF-kappa-B essential modulator"	"Q9Y6K9"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL1824"	"Receptor tyrosine-protein kinase erbB-2"	"P04626"	"SINGLE PROTEIN"	"Homo sapiens"	"6268"	"10985"	"9606"	"False"
"CHEMBL5659"	"Serine/threonine-protein kinase RIO3"	"O14730"	"SINGLE PROTEIN"	"Homo sapiens"	"276"	"361"	"9606"	"False"
"CHEMBL1795193"	"Ribosomal protein S6 kinase delta-1"	"Q96S38"	"SINGLE PROTEIN"	"Homo sapiens"	"24"	"42"	"9606"	"False"
"CHEMBL2185"	"Aurora kinase B"	"Q96GD4"	"SINGLE PROTEIN"	"Homo sapiens"	"5575"	"9505"	"9606"	"False"
"CHEMBL3542"	"Serine/threonine-protein kinase NIM1"	"Q8IY84"	"SINGLE PROTEIN"	"Homo sapiens"	"302"	"328"	"9606"	"False"
"CHEMBL2069163"	"Dual specificity testis-specific protein kinase 2"	"Q96S53"	"SINGLE PROTEIN"	"Homo sapiens"	"175"	"177"	"9606"	"False"
"CHEMBL4147"	"Calcium/calmodulin-dependent protein kinase type II subunit alpha"	"Q9UQM7"	"SINGLE PROTEIN"	"Homo sapiens"	"1427"	"2052"	"9606"	"False"
"CHEMBL5520"	"Casein kinase I isoform alpha-like"	"Q8N752"	"SINGLE PROTEIN"	"Homo sapiens"	"287"	"335"	"9606"	"False"
"CHEMBL5683"	"Serine/threonine-protein kinase DCLK1"	"O15075"	"SINGLE PROTEIN"	"Homo sapiens"	"987"	"1099"	"9606"	"False"
"CHEMBL5698"	"NUAK family SNF1-like kinase 2"	"Q9H093"	"SINGLE PROTEIN"	"Homo sapiens"	"564"	"728"	"9606"	"False"
"CHEMBL4577"	"Homeodomain-interacting protein kinase 3"	"Q9H422"	"SINGLE PROTEIN"	"Homo sapiens"	"618"	"889"	"9606"	"False"
"CHEMBL4204"	"MAP kinase-interacting serine/threonine-protein kinase 2"	"Q9HBH9"	"SINGLE PROTEIN"	"Homo sapiens"	"3607"	"7361"	"9606"	"False"
"CHEMBL4524"	"Serine/threonine-protein kinase PAK 5"	"Q9P286"	"SINGLE PROTEIN"	"Homo sapiens"	"1076"	"1840"	"9606"	"False"
"CHEMBL5519"	"Serine/threonine-protein kinase DCLK2"	"Q8N568"	"SINGLE PROTEIN"	"Homo sapiens"	"910"	"1542"	"9606"	"False"
"CHEMBL5907"	"Serine/threonine-protein kinase LATS2"	"Q9NRM7"	"SINGLE PROTEIN"	"Homo sapiens"	"556"	"704"	"9606"	"False"
"CHEMBL1163127"	"Mitogen-activated protein kinase kinase kinase 15"	"Q6ZN16"	"SINGLE PROTEIN"	"Homo sapiens"	"257"	"291"	"9606"	"False"
"CHEMBL5856"	"Cyclin-dependent kinase 15"	"Q96Q40"	"SINGLE PROTEIN"	"Homo sapiens"	"251"	"267"	"9606"	"False"
"CHEMBL1938215"	"Kinase suppressor of Ras 1"	"Q8IVT5"	"SINGLE PROTEIN"	"Homo sapiens"	"30"	"56"	"9606"	"False"
"CHEMBL1795195"	"Serine/threonine-protein kinase SMG1"	"Q96Q15"	"SINGLE PROTEIN"	"Homo sapiens"	"59"	"100"	"9606"	"False"
"CHEMBL6123"	"Serine/threonine-protein kinase DCLK3"	"Q9C098"	"SINGLE PROTEIN"	"Homo sapiens"	"286"	"349"	"9606"	"False"
"CHEMBL4670"	"MAP kinase-activated protein kinase 3"	"Q16644"	"SINGLE PROTEIN"	"Homo sapiens"	"1627"	"2329"	"9606"	"False"
"CHEMBL2493"	"Calcium/calmodulin-dependent protein kinase type 1"	"Q14012"	"SINGLE PROTEIN"	"Homo sapiens"	"1406"	"1813"	"9606"	"False"
"CHEMBL4575"	"Dual specificity tyrosine-phosphorylation-regulated kinase 3"	"O43781"	"SINGLE PROTEIN"	"Homo sapiens"	"1241"	"1352"	"9606"	"False"
"CHEMBL2918"	"cAMP-dependent protein kinase catalytic subunit beta"	"P22694"	"SINGLE PROTEIN"	"Homo sapiens"	"519"	"658"	"9606"	"False"
"CHEMBL5679"	"Serine/threonine-protein kinase Nek3"	"P51956"	"SINGLE PROTEIN"	"Homo sapiens"	"696"	"994"	"9606"	"False"
"CHEMBL2494"	"Calcium/calmodulin-dependent protein kinase type IV"	"Q16566"	"SINGLE PROTEIN"	"Homo sapiens"	"1426"	"2231"	"9606"	"False"
"CHEMBL1163104"	"Serine/threonine-protein kinase OSR1"	"O95747"	"SINGLE PROTEIN"	"Homo sapiens"	"461"	"512"	"9606"	"False"
"CHEMBL5699"	"Serine/threonine-protein kinase SIK2"	"Q9H0K1"	"SINGLE PROTEIN"	"Homo sapiens"	"1134"	"1754"	"9606"	"False"
"CHEMBL5014"	"Receptor-interacting serine/threonine-protein kinase 2"	"O43353"	"SINGLE PROTEIN"	"Homo sapiens"	"1600"	"3441"	"9606"	"False"
"CHEMBL1075163"	"Serine/threonine-protein kinase haspin"	"Q8TF76"	"SINGLE PROTEIN"	"Homo sapiens"	"829"	"1405"	"9606"	"False"
"CHEMBL1163129"	"Serine/threonine-protein kinase SBK1"	"Q52WX2"	"SINGLE PROTEIN"	"Homo sapiens"	"274"	"293"	"9606"	"False"
"CHEMBL1795165"	"Hormonally up-regulated neu tumor-associated kinase"	"P57058"	"SINGLE PROTEIN"	"Homo sapiens"	"249"	"264"	"9606"	"False"
"CHEMBL5941"	"Serine/threonine-protein kinase 26"	"Q9P289"	"SINGLE PROTEIN"	"Homo sapiens"	"1380"	"2373"	"9606"	"False"
"CHEMBL3559690"	"Cyclin-dependent kinase 20"	"Q8IZL9"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"17"	"9606"	"False"
"CHEMBL3308982"	"CDC42BPA protein"	"B9EGA7"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"9"	"9606"	"False"
"CHEMBL5638"	"Serine/threonine-protein kinase Nek11"	"Q8NG66"	"SINGLE PROTEIN"	"Homo sapiens"	"510"	"714"	"9606"	"False"
"CHEMBL4237"	"Ribosomal protein S6 kinase alpha-5"	"O75582"	"SINGLE PROTEIN"	"Homo sapiens"	"2179"	"3575"	"9606"	"False"
"CHEMBL4718"	"MAP kinase-interacting serine/threonine-protein kinase 1"	"Q9BUB5"	"SINGLE PROTEIN"	"Homo sapiens"	"2659"	"6193"	"9606"	"False"
"CHEMBL5364"	"Serine/threonine-protein kinase NLK"	"Q9UBE8"	"SINGLE PROTEIN"	"Homo sapiens"	"746"	"1088"	"9606"	"False"
"CHEMBL3861"	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"	"Q15119"	"SINGLE PROTEIN"	"Homo sapiens"	"1123"	"2510"	"9606"	"False"
"CHEMBL4105895"	"Cyclin-O"	"P22674"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3886"	"Mitogen-activated protein kinase kinase kinase 20"	"Q9NYL2"	"SINGLE PROTEIN"	"Homo sapiens"	"1380"	"1635"	"9606"	"False"
"CHEMBL5684"	"Muscle, skeletal receptor tyrosine-protein kinase"	"O15146"	"SINGLE PROTEIN"	"Homo sapiens"	"963"	"1615"	"9606"	"False"
"CHEMBL5654"	"Myosin-IIIb"	"Q8WXR4"	"SINGLE PROTEIN"	"Homo sapiens"	"306"	"374"	"9606"	"False"
"CHEMBL3559702"	"Phosphatidylinositol 3-kinase regulatory subunit gamma"	"Q92569"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL5146"	"Breakpoint cluster region protein"	"P11274"	"SINGLE PROTEIN"	"Homo sapiens"	"270"	"292"	"9606"	"False"
"CHEMBL3981"	"Serine/threonine-protein kinase 10"	"O94804"	"SINGLE PROTEIN"	"Homo sapiens"	"1389"	"2295"	"9606"	"False"
"CHEMBL5334"	"Non-receptor tyrosine-protein kinase TNK1"	"Q13470"	"SINGLE PROTEIN"	"Homo sapiens"	"999"	"1730"	"9606"	"False"
"CHEMBL1075166"	"G protein-coupled receptor kinase 3"	"P35626"	"SINGLE PROTEIN"	"Homo sapiens"	"278"	"335"	"9606"	"False"
"CHEMBL4766"	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"	"Q15118"	"SINGLE PROTEIN"	"Homo sapiens"	"1886"	"2599"	"9606"	"False"
