molecule_chembl_id,target_chembl_id,pchembl_value,activity_type
CHEMBL3958836,CHEMBL2971,7.51,active
CHEMBL3958845,CHEMBL4722,9.72,active
CHEMBL3958862,CHEMBL2147,10.0,active
CHEMBL3958862,CHEMBL4523,10.05,active
CHEMBL3958870,CHEMBL5251,8.41,active
CHEMBL3958880,CHEMBL2971,7.71,active
CHEMBL3958885,CHEMBL4247,5.609999999999999,inactive
CHEMBL3958898,CHEMBL1824,7.3,active
CHEMBL3958898,CHEMBL2068,7.3,active
CHEMBL3958903,CHEMBL2842,8.16,active
CHEMBL3958928,CHEMBL3983,7.92,active
CHEMBL3958933,CHEMBL2835,7.9,active
CHEMBL3958933,CHEMBL2971,7.56,active
CHEMBL3958970,CHEMBL2835,9.39,active
CHEMBL3958970,CHEMBL2971,9.0,active
CHEMBL3958976,CHEMBL2842,7.3,active
CHEMBL3959008,CHEMBL2147,8.1,active
CHEMBL3959021,CHEMBL4630,6.47,inactive
CHEMBL3959033,CHEMBL5251,8.77,active
CHEMBL3959038,CHEMBL2068,7.3,active
CHEMBL3959038,CHEMBL279,7.3,active
CHEMBL3959038,CHEMBL5147,7.3,active
CHEMBL3959040,CHEMBL1936,6.62,active
CHEMBL3959043,CHEMBL1824,7.0,active
CHEMBL3959061,CHEMBL1957,7.3,active
CHEMBL3959063,CHEMBL3587,7.4,active
CHEMBL3959085,CHEMBL2835,9.31,active
CHEMBL3959085,CHEMBL2971,8.85,active
CHEMBL3959093,CHEMBL3983,8.7,active
CHEMBL3959101,CHEMBL1906,7.0,active
CHEMBL3959101,CHEMBL5145,7.0,active
CHEMBL3959154,CHEMBL2971,6.26,inactive
CHEMBL3959154,CHEMBL5251,9.23,active
CHEMBL3959160,CHEMBL1824,6.0,inactive
CHEMBL3959160,CHEMBL2068,6.140000000000001,inactive
CHEMBL3959160,CHEMBL279,6.28,inactive
CHEMBL3959160,CHEMBL5147,6.140000000000001,inactive
CHEMBL3959193,CHEMBL2742,7.43,active
CHEMBL3959193,CHEMBL279,6.29,inactive
CHEMBL3959193,CHEMBL3650,7.23,active
CHEMBL3959193,CHEMBL3973,6.94,active
CHEMBL3959193,CHEMBL4142,8.04,active
CHEMBL3959195,CHEMBL2068,7.3,active
CHEMBL3959195,CHEMBL279,7.3,active
CHEMBL3959201,CHEMBL2742,7.275,active
CHEMBL3959201,CHEMBL279,7.15,active
CHEMBL3959201,CHEMBL3650,7.075,active
CHEMBL3959201,CHEMBL3973,7.86,active
CHEMBL3959201,CHEMBL4142,8.39,active
CHEMBL3959219,CHEMBL1957,6.3,inactive
CHEMBL3959248,CHEMBL1824,8.4,active
CHEMBL3959248,CHEMBL203,8.225000000000001,active
CHEMBL3959248,CHEMBL2148,5.15,inactive
CHEMBL3959248,CHEMBL3009,9.0,active
CHEMBL3959260,CHEMBL2742,7.425,active
CHEMBL3959260,CHEMBL279,6.96,active
CHEMBL3959260,CHEMBL3650,7.055,active
CHEMBL3959260,CHEMBL3973,7.49,active
CHEMBL3959260,CHEMBL4142,7.94,active
CHEMBL3959266,CHEMBL2835,9.28,active
CHEMBL3959266,CHEMBL2971,9.03,active
CHEMBL3959276,CHEMBL4204,8.7,active
CHEMBL3959290,CHEMBL3650,5.31,inactive
CHEMBL3959301,CHEMBL5251,6.035,inactive
CHEMBL3959310,CHEMBL279,9.96,active
CHEMBL3959318,CHEMBL1906,6.0,inactive
CHEMBL3959318,CHEMBL5145,6.0,inactive
CHEMBL395932,CHEMBL2208,7.51,active
CHEMBL3959345,CHEMBL2742,8.559999999999999,active
CHEMBL3959345,CHEMBL279,7.33,active
CHEMBL3959345,CHEMBL3650,8.045,active
CHEMBL3959345,CHEMBL3973,7.85,active
CHEMBL3959345,CHEMBL4142,8.67,active
CHEMBL3959351,CHEMBL2185,6.82,active
CHEMBL3959351,CHEMBL4722,6.82,active
CHEMBL3959358,CHEMBL2971,10.26,active
CHEMBL3959393,CHEMBL5251,9.31,active
CHEMBL3959418,CHEMBL1957,7.3,active
CHEMBL3959420,CHEMBL2835,9.0,active
CHEMBL3959420,CHEMBL2971,9.16,active
CHEMBL3959421,CHEMBL2971,7.26,active
CHEMBL3959457,CHEMBL2148,9.26,active
CHEMBL3959495,CHEMBL1824,7.3,active
CHEMBL3959495,CHEMBL2068,7.3,active
CHEMBL3959495,CHEMBL279,7.3,active
CHEMBL3959495,CHEMBL5147,7.3,active
CHEMBL3959500,CHEMBL2835,7.52,active
CHEMBL3959500,CHEMBL2971,7.52,active
CHEMBL3959503,CHEMBL3983,8.0,active
CHEMBL3959516,CHEMBL1824,7.3,active
CHEMBL3959516,CHEMBL1868,7.3,active
CHEMBL3959516,CHEMBL2068,7.3,active
CHEMBL3959516,CHEMBL279,7.3,active
CHEMBL3959516,CHEMBL5147,7.3,active
CHEMBL3959522,CHEMBL279,8.77,active
CHEMBL3959533,CHEMBL2971,7.52,active
CHEMBL3959556,CHEMBL2835,8.07,active
CHEMBL3959556,CHEMBL2971,7.36,active
CHEMBL3959556,CHEMBL3553,6.57,active
CHEMBL3959559,CHEMBL2068,6.28,inactive
CHEMBL3959559,CHEMBL279,6.28,inactive
CHEMBL3959559,CHEMBL5147,6.28,inactive
CHEMBL3959573,CHEMBL2742,7.8500000000000005,active
CHEMBL3959573,CHEMBL279,6.6850000000000005,active
CHEMBL3959573,CHEMBL3650,7.615,active
CHEMBL3959573,CHEMBL3973,8.32,active
CHEMBL3959573,CHEMBL4142,8.74,active
CHEMBL3959574,CHEMBL1957,7.3,active
CHEMBL3959579,CHEMBL1957,6.8,active
CHEMBL3959581,CHEMBL1906,9.705,active
CHEMBL3959585,CHEMBL1957,7.3,active
CHEMBL3959596,CHEMBL4501,5.21,inactive
CHEMBL3959600,CHEMBL1906,7.0,active
CHEMBL3959603,CHEMBL3587,7.4,active
CHEMBL3959615,CHEMBL2835,9.1,active
CHEMBL3959615,CHEMBL2971,8.74,active
CHEMBL3959632,CHEMBL203,6.87,active
CHEMBL3959652,CHEMBL1906,9.559999999999999,active
CHEMBL3959675,CHEMBL1957,6.3,inactive
CHEMBL395968,CHEMBL3629,6.68,active
CHEMBL395969,CHEMBL3629,7.02,active
CHEMBL3959692,CHEMBL2148,6.18,inactive
CHEMBL3959692,CHEMBL2835,8.47,active
CHEMBL3959692,CHEMBL2971,7.47,active
CHEMBL3959692,CHEMBL3553,6.12,inactive
CHEMBL3959703,CHEMBL1957,7.3,active
CHEMBL3959711,CHEMBL3983,8.0,active
CHEMBL3959716,CHEMBL1906,6.0,inactive
CHEMBL3959716,CHEMBL5145,6.0,inactive
CHEMBL3959721,CHEMBL3983,8.0,active
CHEMBL3959725,CHEMBL2147,9.1,active
CHEMBL3959725,CHEMBL4523,9.22,active
CHEMBL3959731,CHEMBL3983,8.7,active
CHEMBL3959770,CHEMBL2971,9.26,active
CHEMBL3959774,CHEMBL1824,7.3,active
CHEMBL3959774,CHEMBL1868,6.140000000000001,inactive
CHEMBL3959774,CHEMBL2068,4.98,inactive
CHEMBL3959774,CHEMBL279,5.630000000000001,inactive
CHEMBL3959774,CHEMBL5147,4.98,inactive
CHEMBL3959787,CHEMBL1974,5.45,inactive
CHEMBL3959787,CHEMBL2742,6.92,active
CHEMBL3959787,CHEMBL279,5.395,inactive
CHEMBL3959787,CHEMBL3650,6.94,active
CHEMBL3959787,CHEMBL3973,6.64,active
CHEMBL3959787,CHEMBL4142,7.05,active
CHEMBL3959789,CHEMBL2835,7.525,active
CHEMBL3959789,CHEMBL2971,6.6,active
CHEMBL3959789,CHEMBL3553,6.07,inactive
CHEMBL3959814,CHEMBL4204,8.7,active
CHEMBL395984,CHEMBL267,7.915,active
CHEMBL3959844,CHEMBL3650,5.66,inactive
CHEMBL3959849,CHEMBL1974,5.1,inactive
CHEMBL3959849,CHEMBL2742,7.755,active
CHEMBL3959849,CHEMBL279,6.404999999999999,inactive
CHEMBL3959849,CHEMBL3650,7.550000000000001,active
CHEMBL3959849,CHEMBL3973,8.15,active
CHEMBL3959849,CHEMBL4142,8.46,active
CHEMBL3959857,CHEMBL2068,6.28,inactive
CHEMBL3959857,CHEMBL5147,7.3,active
CHEMBL3959860,CHEMBL2842,6.94,active
CHEMBL3959882,CHEMBL1906,6.0,inactive
CHEMBL3959882,CHEMBL5145,6.0,inactive
CHEMBL3959899,CHEMBL2835,7.9,active
CHEMBL3959899,CHEMBL2971,7.12,active
CHEMBL3959909,CHEMBL2971,10.26,active
CHEMBL3959924,CHEMBL2835,9.11,active
CHEMBL3959924,CHEMBL2971,9.44,active
CHEMBL3959933,CHEMBL1906,9.21,active
CHEMBL3959944,CHEMBL2835,7.6,active
CHEMBL3959944,CHEMBL2971,7.71,active
CHEMBL3959949,CHEMBL3717,7.62,active
CHEMBL3959953,CHEMBL5251,8.89,active
CHEMBL3959956,CHEMBL279,5.55,inactive
CHEMBL3959966,CHEMBL5251,9.21,active
CHEMBL3959997,CHEMBL267,6.48,inactive
CHEMBL3959997,CHEMBL2742,7.75,active
CHEMBL3959997,CHEMBL279,8.19,active
CHEMBL3959997,CHEMBL3650,7.16,active
CHEMBL3959997,CHEMBL3973,7.07,active
CHEMBL3959997,CHEMBL4142,7.5,active
CHEMBL3960003,CHEMBL3045,7.58,active
CHEMBL3960013,CHEMBL1957,6.3,inactive
CHEMBL3960016,CHEMBL2068,6.28,inactive
CHEMBL3960016,CHEMBL5147,6.28,inactive
CHEMBL3960068,CHEMBL2835,8.63,active
CHEMBL3960068,CHEMBL2971,9.62,active
CHEMBL3960102,CHEMBL2742,5.98,inactive
CHEMBL3960102,CHEMBL3650,6.59,active
CHEMBL3960102,CHEMBL4142,6.53,active
CHEMBL3960104,CHEMBL4501,7.35,active
CHEMBL3960109,CHEMBL2148,6.28,inactive
CHEMBL3960109,CHEMBL2835,8.13,active
CHEMBL3960109,CHEMBL2971,7.36,active
CHEMBL3960109,CHEMBL3553,6.7,active
CHEMBL3960118,CHEMBL3983,8.22,active
CHEMBL3960123,CHEMBL2835,9.25,active
CHEMBL3960123,CHEMBL2971,8.96,active
CHEMBL3960125,CHEMBL3650,5.93,inactive
CHEMBL3960128,CHEMBL1974,5.3149999999999995,inactive
CHEMBL3960128,CHEMBL2742,5.29,inactive
CHEMBL3960128,CHEMBL279,5.23,inactive
CHEMBL3960128,CHEMBL3650,6.52,active
CHEMBL3960128,CHEMBL3973,6.12,inactive
CHEMBL3960128,CHEMBL4142,7.73,active
CHEMBL3960132,CHEMBL2068,6.28,inactive
CHEMBL3960132,CHEMBL279,6.28,inactive
CHEMBL3960132,CHEMBL5147,6.28,inactive
CHEMBL3960142,CHEMBL1957,6.3,inactive
CHEMBL3960167,CHEMBL203,8.6,active
CHEMBL3960180,CHEMBL3045,7.89,active
CHEMBL3960193,CHEMBL3983,8.7,active
CHEMBL3960209,CHEMBL262,7.31,active
CHEMBL3960213,CHEMBL2971,9.26,active
CHEMBL396027,CHEMBL4630,5.51,inactive
CHEMBL3960323,CHEMBL3797,9.7,active
CHEMBL3960327,CHEMBL2742,7.895,active
CHEMBL3960327,CHEMBL279,6.35,inactive
CHEMBL3960327,CHEMBL3650,7.63,active
CHEMBL3960327,CHEMBL3973,7.94,active
CHEMBL3960327,CHEMBL4142,8.28,active
CHEMBL3960337,CHEMBL1936,6.87,active
CHEMBL396034,CHEMBL4630,4.77,inactive
CHEMBL3960378,CHEMBL1906,9.22,active
CHEMBL3960383,CHEMBL5251,6.75,active
CHEMBL3960384,CHEMBL2971,5.75,inactive
CHEMBL3960384,CHEMBL5251,9.46,active
CHEMBL3960387,CHEMBL1957,7.3,active
CHEMBL3960400,CHEMBL2842,7.75,active
CHEMBL3960416,CHEMBL2971,10.26,active
CHEMBL3960436,CHEMBL1906,9.715,active
CHEMBL3960448,CHEMBL2527,6.87,active
CHEMBL3960458,CHEMBL1957,6.3,inactive
CHEMBL3960474,CHEMBL2835,8.98,active
CHEMBL3960474,CHEMBL2971,9.52,active
CHEMBL3960482,CHEMBL1981,7.0,active
CHEMBL3960490,CHEMBL3983,8.7,active
CHEMBL3960498,CHEMBL4718,6.64,active
CHEMBL3960515,CHEMBL1906,9.75,active
CHEMBL3960549,CHEMBL2527,6.35,inactive
CHEMBL3960554,CHEMBL2147,10.7,active
CHEMBL3960554,CHEMBL4523,9.36,active
CHEMBL3960554,CHEMBL5407,10.7,active
CHEMBL396056,CHEMBL279,8.46,active
CHEMBL396056,CHEMBL4128,8.11,active
CHEMBL3960571,CHEMBL2742,7.675,active
CHEMBL3960571,CHEMBL279,6.484999999999999,inactive
CHEMBL3960571,CHEMBL3650,7.74,active
CHEMBL3960571,CHEMBL3973,8.13,active
CHEMBL3960571,CHEMBL4142,8.34,active
CHEMBL3960591,CHEMBL2742,7.0600000000000005,active
CHEMBL3960591,CHEMBL279,6.37,inactive
CHEMBL3960591,CHEMBL3650,6.95,active
CHEMBL3960591,CHEMBL3973,7.03,active
CHEMBL3960591,CHEMBL4142,7.62,active
CHEMBL396060,CHEMBL4630,7.85,active
CHEMBL3960617,CHEMBL5251,9.42,active
CHEMBL3960627,CHEMBL2971,7.71,active
CHEMBL3960631,CHEMBL3587,8.14,active
CHEMBL3960662,CHEMBL2842,6.21,inactive
CHEMBL3960662,CHEMBL3142,6.074999999999999,inactive
CHEMBL3960662,CHEMBL3797,9.24,active
CHEMBL3960662,CHEMBL5024,5.21,inactive
CHEMBL3960692,CHEMBL3983,7.7,active
CHEMBL3960695,CHEMBL4501,6.55,active
CHEMBL3960706,CHEMBL1906,9.1,active
CHEMBL3960730,CHEMBL2068,6.140000000000001,inactive
CHEMBL3960730,CHEMBL279,6.140000000000001,inactive
CHEMBL3960730,CHEMBL5147,6.28,inactive
CHEMBL3960736,CHEMBL2973,8.64,active
CHEMBL3960736,CHEMBL3231,8.3,active
CHEMBL3960772,CHEMBL1957,6.8,active
CHEMBL3960775,CHEMBL1906,9.7,active
CHEMBL3960786,CHEMBL203,5.03,inactive
CHEMBL396079,CHEMBL1824,6.42,inactive
CHEMBL3960801,CHEMBL279,8.45,active
CHEMBL3960830,CHEMBL279,9.96,active
CHEMBL3960830,CHEMBL3650,7.7,active
CHEMBL3960844,CHEMBL1906,7.0,active
CHEMBL3960844,CHEMBL5145,7.0,active
CHEMBL3960853,CHEMBL203,8.96,active
CHEMBL3960877,CHEMBL2742,8.92,active
CHEMBL3960877,CHEMBL279,6.824999999999999,active
CHEMBL3960877,CHEMBL3650,8.25,active
CHEMBL3960877,CHEMBL3973,8.25,active
CHEMBL3960877,CHEMBL4142,9.05,active
CHEMBL3960888,CHEMBL1957,7.3,active
CHEMBL3960900,CHEMBL5285,6.3100000000000005,inactive
CHEMBL3960901,CHEMBL2148,7.84,active
CHEMBL3960901,CHEMBL2835,7.54,active
CHEMBL3960901,CHEMBL2971,9.1,active
CHEMBL3960901,CHEMBL3553,7.29,active
CHEMBL3960911,CHEMBL1824,6.05,inactive
CHEMBL3960911,CHEMBL203,6.29,inactive
CHEMBL3960911,CHEMBL3009,6.29,inactive
CHEMBL3960952,CHEMBL1957,7.3,active
CHEMBL3960979,CHEMBL3587,5.63,inactive
CHEMBL3961005,CHEMBL1824,7.3,active
CHEMBL3961005,CHEMBL1868,6.0,inactive
CHEMBL3961005,CHEMBL2068,6.0,inactive
CHEMBL3961005,CHEMBL279,7.3,active
CHEMBL3961005,CHEMBL5147,7.3,active
CHEMBL3961036,CHEMBL3983,7.13,active
CHEMBL3961038,CHEMBL3045,7.83,active
CHEMBL3961053,CHEMBL2971,9.01,active
CHEMBL396107,CHEMBL1868,6.86,active
CHEMBL396107,CHEMBL4128,6.42,inactive
CHEMBL396107,CHEMBL5464,6.5,active
CHEMBL3961088,CHEMBL2971,7.71,active
CHEMBL3961102,CHEMBL1824,7.0,active
CHEMBL3961102,CHEMBL279,7.0,active
CHEMBL3961123,CHEMBL5251,6.85,active
CHEMBL3961154,CHEMBL2835,9.39,active
CHEMBL3961154,CHEMBL2971,8.99,active
CHEMBL3961196,CHEMBL3983,8.1,active
CHEMBL3961202,CHEMBL203,6.46,inactive
CHEMBL3961210,CHEMBL2742,7.890000000000001,active
CHEMBL3961210,CHEMBL279,6.525,active
CHEMBL3961210,CHEMBL3650,7.994999999999999,active
CHEMBL3961210,CHEMBL3973,8.18,active
CHEMBL3961210,CHEMBL4142,8.51,active
CHEMBL3961252,CHEMBL262,6.61,active
CHEMBL3961267,CHEMBL2742,7.155,active
CHEMBL3961267,CHEMBL279,6.76,active
CHEMBL3961267,CHEMBL3650,6.4,inactive
CHEMBL3961267,CHEMBL3973,7.04,active
CHEMBL3961267,CHEMBL4142,7.77,active
CHEMBL3961294,CHEMBL4247,6.734999999999999,active
CHEMBL3961298,CHEMBL3983,7.96,active
CHEMBL3961305,CHEMBL2842,7.08,active
CHEMBL3961312,CHEMBL4501,6.85,active
CHEMBL3961315,CHEMBL279,9.02,active
CHEMBL3961315,CHEMBL3650,7.81,active
CHEMBL3961357,CHEMBL2148,6.5,active
CHEMBL3961357,CHEMBL2835,8.46,active
CHEMBL3961357,CHEMBL2971,7.48,active
CHEMBL3961357,CHEMBL3553,6.11,inactive
CHEMBL3961368,CHEMBL2695,7.99,active
CHEMBL3961368,CHEMBL5469,8.59,active
CHEMBL3961377,CHEMBL4247,6.47,inactive
CHEMBL3961387,CHEMBL2527,6.72,active
CHEMBL3961393,CHEMBL2835,9.34,active
CHEMBL3961393,CHEMBL2971,9.3,active
CHEMBL3961400,CHEMBL2742,7.75,active
CHEMBL3961400,CHEMBL279,6.475,inactive
CHEMBL3961400,CHEMBL3650,7.819999999999999,active
CHEMBL3961400,CHEMBL3973,8.1,active
CHEMBL3961400,CHEMBL4142,8.34,active
CHEMBL3961417,CHEMBL1824,6.0,inactive
CHEMBL3961417,CHEMBL2068,6.0,inactive
CHEMBL3961417,CHEMBL279,6.0,inactive
CHEMBL3961417,CHEMBL5147,7.3,active
CHEMBL3961469,CHEMBL2842,6.93,active
CHEMBL3961472,CHEMBL279,7.3,active
CHEMBL3961481,CHEMBL1075104,7.3,active
CHEMBL3961487,CHEMBL5251,7.54,active
CHEMBL3961498,CHEMBL2971,7.71,active
CHEMBL3961508,CHEMBL1974,6.89,active
CHEMBL3961508,CHEMBL4895,6.82,active
CHEMBL3961508,CHEMBL5314,6.89,active
CHEMBL3961508,CHEMBL5331,8.05,active
CHEMBL3961522,CHEMBL2527,6.19,inactive
CHEMBL3961528,CHEMBL3587,8.43,active
CHEMBL3961532,CHEMBL1824,6.34,inactive
CHEMBL3961532,CHEMBL203,7.17,active
CHEMBL3961532,CHEMBL3009,6.2,inactive
CHEMBL3961553,CHEMBL203,8.7,active
CHEMBL3961564,CHEMBL2835,7.6,active
CHEMBL3961564,CHEMBL2971,7.359999999999999,active
CHEMBL3961567,CHEMBL2041,6.47,inactive
CHEMBL3961573,CHEMBL1957,7.3,active
CHEMBL396159,CHEMBL2208,7.14,active
CHEMBL3961597,CHEMBL1974,7.89,active
CHEMBL3961597,CHEMBL4895,7.3,active
CHEMBL3961597,CHEMBL5314,7.22,active
CHEMBL3961597,CHEMBL5331,7.4350000000000005,active
CHEMBL3961598,CHEMBL1981,6.14,inactive
CHEMBL3961598,CHEMBL2695,8.4,active
CHEMBL3961598,CHEMBL4247,7.800000000000001,active
CHEMBL396160,CHEMBL2208,7.77,active
CHEMBL3961612,CHEMBL2041,8.14,active
CHEMBL3961614,CHEMBL4600,6.96,active
CHEMBL3961626,CHEMBL3983,9.0,active
CHEMBL3961632,CHEMBL1075104,7.305,active
CHEMBL3961634,CHEMBL2835,8.61,active
CHEMBL3961634,CHEMBL2971,8.44,active
CHEMBL3961639,CHEMBL1936,6.78,active
CHEMBL3961648,CHEMBL2527,6.58,active
CHEMBL3961670,CHEMBL2971,9.26,active
CHEMBL3961695,CHEMBL2527,6.56,active
CHEMBL3961713,CHEMBL2599,8.05,active
CHEMBL3961722,CHEMBL1991,4.92,inactive
CHEMBL3961771,CHEMBL1981,5.75,inactive
CHEMBL3961771,CHEMBL2695,8.66,active
CHEMBL3961771,CHEMBL4247,8.02,active
CHEMBL3961783,CHEMBL1957,6.3,inactive
CHEMBL3961791,CHEMBL4722,6.1,inactive
CHEMBL3961800,CHEMBL3983,7.01,active
CHEMBL3961802,CHEMBL1957,6.3,inactive
CHEMBL3961848,CHEMBL203,8.52,active
CHEMBL3961850,CHEMBL2971,10.26,active
CHEMBL3961872,CHEMBL2742,7.75,active
CHEMBL3961872,CHEMBL279,6.465,inactive
CHEMBL3961872,CHEMBL3650,7.734999999999999,active
CHEMBL3961872,CHEMBL3973,8.14,active
CHEMBL3961872,CHEMBL4142,8.52,active
CHEMBL3961888,CHEMBL2835,7.9,active
CHEMBL3961888,CHEMBL2971,7.359999999999999,active
CHEMBL3961923,CHEMBL2742,8.94,active
CHEMBL3961923,CHEMBL279,6.755,active
CHEMBL3961923,CHEMBL3650,7.42,active
CHEMBL3961923,CHEMBL3973,7.65,active
CHEMBL3961938,CHEMBL2527,6.19,inactive
CHEMBL396194,CHEMBL2148,7.14,active
CHEMBL3961956,CHEMBL2835,7.9,active
CHEMBL3961956,CHEMBL2971,7.12,active
CHEMBL3961961,CHEMBL203,8.4,active
CHEMBL3961979,CHEMBL2835,8.96,active
CHEMBL3961979,CHEMBL2971,8.64,active
CHEMBL3961982,CHEMBL203,7.3,active
CHEMBL3961982,CHEMBL2068,6.140000000000001,inactive
CHEMBL3961982,CHEMBL279,6.0,inactive
CHEMBL3961982,CHEMBL5147,6.140000000000001,inactive
CHEMBL3961994,CHEMBL2742,5.7,inactive
CHEMBL3961994,CHEMBL4142,5.38,inactive
CHEMBL3961999,CHEMBL1906,10.52,active
CHEMBL3962003,CHEMBL2971,7.71,active
CHEMBL3962015,CHEMBL5285,8.0,active
CHEMBL3962025,CHEMBL2185,8.03,active
CHEMBL3962025,CHEMBL4501,5.0,inactive
CHEMBL3962025,CHEMBL4722,8.92,active
CHEMBL3962032,CHEMBL203,6.38,inactive
CHEMBL396204,CHEMBL1824,7.32,active
CHEMBL3962041,CHEMBL1906,7.0,active
CHEMBL3962041,CHEMBL5145,7.0,active
CHEMBL396205,CHEMBL267,5.82,inactive
CHEMBL3962051,CHEMBL2148,6.6,active
CHEMBL3962051,CHEMBL2835,8.47,active
CHEMBL3962051,CHEMBL2971,8.05,active
CHEMBL3962051,CHEMBL3553,7.35,active
CHEMBL3962087,CHEMBL2835,9.15,active
CHEMBL3962087,CHEMBL2971,8.72,active
CHEMBL3962103,CHEMBL267,7.12,active
CHEMBL3962107,CHEMBL2842,8.24,active
CHEMBL3962115,CHEMBL1906,6.0,inactive
CHEMBL3962115,CHEMBL5145,6.0,inactive
CHEMBL3962117,CHEMBL2148,6.3,inactive
CHEMBL3962117,CHEMBL2835,8.12,active
CHEMBL3962117,CHEMBL2971,7.41,active
CHEMBL3962117,CHEMBL3553,6.57,active
CHEMBL396213,CHEMBL2148,5.5,inactive
CHEMBL3962133,CHEMBL5251,9.74,active
CHEMBL3962138,CHEMBL2148,6.55,active
CHEMBL3962138,CHEMBL2835,8.77,active
CHEMBL3962138,CHEMBL2971,7.57,active
CHEMBL3962138,CHEMBL3553,6.41,inactive
CHEMBL3962146,CHEMBL5251,8.29,active
CHEMBL3962160,CHEMBL4040,7.84,active
CHEMBL396219,CHEMBL279,7.22,active
CHEMBL3962203,CHEMBL1824,7.3,active
CHEMBL3962203,CHEMBL2068,7.3,active
CHEMBL3962203,CHEMBL279,7.3,active
CHEMBL3962203,CHEMBL5147,7.3,active
CHEMBL3962211,CHEMBL1957,6.3,inactive
CHEMBL3962213,CHEMBL1957,6.8,active
CHEMBL3962214,CHEMBL2599,8.475,active
CHEMBL3962232,CHEMBL2835,7.08,active
CHEMBL3962232,CHEMBL2971,6.15,inactive
CHEMBL3962233,CHEMBL203,9.0,active
CHEMBL3962233,CHEMBL279,6.55,active
CHEMBL3962242,CHEMBL4040,8.39,active
CHEMBL3962283,CHEMBL2815,7.89,active
CHEMBL3962286,CHEMBL1957,7.3,active
CHEMBL3962292,CHEMBL1936,7.470000000000001,active
CHEMBL396230,CHEMBL3629,7.82,active
CHEMBL3962300,CHEMBL2835,7.58,active
CHEMBL3962300,CHEMBL2971,7.0,active
CHEMBL3962300,CHEMBL3553,6.48,inactive
CHEMBL3962301,CHEMBL1957,7.3,active
CHEMBL3962312,CHEMBL3983,8.52,active
CHEMBL3962318,CHEMBL1906,7.0,active
CHEMBL3962318,CHEMBL5145,7.0,active
CHEMBL3962335,CHEMBL2068,4.98,inactive
CHEMBL3962335,CHEMBL279,6.28,inactive
CHEMBL3962335,CHEMBL5147,6.28,inactive
CHEMBL3962342,CHEMBL2835,9.29,active
CHEMBL3962342,CHEMBL2971,9.08,active
CHEMBL3962355,CHEMBL2068,7.3,active
CHEMBL3962355,CHEMBL279,7.3,active
CHEMBL3962355,CHEMBL5147,7.3,active
CHEMBL3962364,CHEMBL2835,7.11,active
CHEMBL3962364,CHEMBL2971,6.14,inactive
CHEMBL3962365,CHEMBL1824,8.0,active
CHEMBL3962365,CHEMBL203,7.43,active
CHEMBL3962365,CHEMBL2148,5.19,inactive
CHEMBL3962365,CHEMBL3009,8.4,active
CHEMBL3962381,CHEMBL1957,7.3,active
CHEMBL3962417,CHEMBL1957,7.3,active
CHEMBL3962448,CHEMBL2971,10.26,active
CHEMBL3962451,CHEMBL2148,6.21,inactive
CHEMBL3962451,CHEMBL2835,7.41,active
CHEMBL3962451,CHEMBL2971,7.09,active
CHEMBL3962451,CHEMBL3553,6.01,inactive
CHEMBL3962460,CHEMBL3587,6.34,inactive
CHEMBL3962466,CHEMBL4204,7.24,active
CHEMBL3962472,CHEMBL3983,8.7,active
CHEMBL3962478,CHEMBL2148,7.17,active
CHEMBL3962478,CHEMBL5251,7.01,active
CHEMBL3962484,CHEMBL4501,6.7,active
CHEMBL3962487,CHEMBL1824,7.3,active
CHEMBL3962487,CHEMBL5147,6.28,inactive
CHEMBL3962492,CHEMBL1974,5.11,inactive
CHEMBL3962492,CHEMBL2742,7.9350000000000005,active
CHEMBL3962492,CHEMBL279,6.455,inactive
CHEMBL3962492,CHEMBL3650,7.545,active
CHEMBL3962492,CHEMBL3973,7.77,active
CHEMBL3962492,CHEMBL4142,8.41,active
CHEMBL3962522,CHEMBL3983,8.22,active
CHEMBL3962524,CHEMBL4501,7.17,active
CHEMBL3962549,CHEMBL2742,7.12,active
CHEMBL3962549,CHEMBL279,6.045,inactive
CHEMBL3962549,CHEMBL3650,6.75,active
CHEMBL3962549,CHEMBL3973,7.14,active
CHEMBL3962549,CHEMBL4142,7.78,active
CHEMBL3962554,CHEMBL2742,7.195,active
CHEMBL3962554,CHEMBL279,6.21,inactive
CHEMBL3962554,CHEMBL3650,7.135,active
CHEMBL3962554,CHEMBL3973,6.98,active
CHEMBL3962554,CHEMBL4142,8.29,active
CHEMBL3962571,CHEMBL3983,8.15,active
CHEMBL3962583,CHEMBL5251,9.0,active
CHEMBL3962587,CHEMBL1974,7.16,active
CHEMBL3962587,CHEMBL4895,6.77,active
CHEMBL3962587,CHEMBL5314,6.77,active
CHEMBL3962587,CHEMBL5331,7.52,active
CHEMBL3962590,CHEMBL4501,5.37,inactive
CHEMBL3962602,CHEMBL1936,7.41,active
CHEMBL3962603,CHEMBL2842,6.67,active
CHEMBL3962621,CHEMBL3973,7.295,active
CHEMBL3962632,CHEMBL2842,8.7,active
CHEMBL396265,CHEMBL279,7.705,active
CHEMBL3962651,CHEMBL1862,7.52,active
CHEMBL3962651,CHEMBL1936,6.19,inactive
CHEMBL3962654,CHEMBL1936,7.119999999999999,active
CHEMBL3962664,CHEMBL2835,8.89,active
CHEMBL3962664,CHEMBL2971,9.08,active
CHEMBL3962666,CHEMBL1936,6.51,active
