molecule_chembl_id,target_chembl_id,pchembl_value,activity_type
CHEMBL1395431,CHEMBL4203,4.85,inactive
CHEMBL1395457,CHEMBL4040,5.7,inactive
CHEMBL1395485,CHEMBL4040,4.8,inactive
CHEMBL1395527,CHEMBL4203,4.85,inactive
CHEMBL1395605,CHEMBL4203,4.574999999999999,inactive
CHEMBL1395700,CHEMBL3797,4.55,inactive
CHEMBL1395747,CHEMBL4040,7.6,active
CHEMBL1395792,CHEMBL4203,4.85,inactive
CHEMBL1395805,CHEMBL4040,5.15,inactive
CHEMBL1395850,CHEMBL4040,5.5,inactive
CHEMBL1395850,CHEMBL4203,4.8,inactive
CHEMBL1395871,CHEMBL3797,4.5,inactive
CHEMBL1395882,CHEMBL4040,4.4,inactive
CHEMBL1395882,CHEMBL4203,4.475,inactive
CHEMBL1395915,CHEMBL4040,4.9,inactive
CHEMBL1395915,CHEMBL4203,5.1,inactive
CHEMBL1395928,CHEMBL3797,4.85,inactive
CHEMBL1395933,CHEMBL4203,4.625,inactive
CHEMBL1395987,CHEMBL4040,4.4,inactive
CHEMBL1396010,CHEMBL4040,4.4,inactive
CHEMBL1396108,CHEMBL4040,5.5,inactive
CHEMBL1396108,CHEMBL4203,4.6,inactive
CHEMBL1396109,CHEMBL4040,4.8,inactive
CHEMBL1396109,CHEMBL4203,4.6,inactive
CHEMBL1396146,CHEMBL4040,4.7,inactive
CHEMBL1396170,CHEMBL4040,5.3,inactive
CHEMBL1396211,CHEMBL4203,6.25,inactive
CHEMBL1396230,CHEMBL4203,4.5,inactive
CHEMBL1396239,CHEMBL3024,5.99,inactive
CHEMBL1396310,CHEMBL4040,5.5,inactive
CHEMBL1396326,CHEMBL4203,4.525,inactive
CHEMBL1396374,CHEMBL4040,4.7,inactive
CHEMBL1396377,CHEMBL4203,4.85,inactive
CHEMBL1396381,CHEMBL3797,4.4,inactive
CHEMBL1396384,CHEMBL4040,4.8,inactive
CHEMBL1396384,CHEMBL4203,4.55,inactive
CHEMBL1396387,CHEMBL3797,4.55,inactive
CHEMBL1396391,CHEMBL3797,6.2,inactive
CHEMBL1396407,CHEMBL4040,4.9,inactive
CHEMBL1396407,CHEMBL4203,4.85,inactive
CHEMBL1396463,CHEMBL4040,4.4,inactive
CHEMBL1396496,CHEMBL3797,4.4,inactive
CHEMBL1396575,CHEMBL3797,4.6,inactive
CHEMBL1396595,CHEMBL4040,4.4,inactive
CHEMBL1396595,CHEMBL4203,5.35,inactive
CHEMBL1396611,CHEMBL4203,4.8,inactive
CHEMBL1396632,CHEMBL3797,4.4,inactive
CHEMBL1396675,CHEMBL3797,4.45,inactive
CHEMBL1396741,CHEMBL3797,4.4,inactive
CHEMBL1396742,CHEMBL4203,5.35,inactive
CHEMBL1396816,CHEMBL4040,4.4,inactive
CHEMBL1396825,CHEMBL2842,6.03,inactive
CHEMBL1396898,CHEMBL4040,4.9,inactive
CHEMBL1396898,CHEMBL4203,4.575,inactive
CHEMBL1396949,CHEMBL4040,4.4,inactive
CHEMBL1397009,CHEMBL4040,4.4,inactive
CHEMBL1397079,CHEMBL4040,5.5,inactive
CHEMBL1397083,CHEMBL3797,4.45,inactive
CHEMBL1397123,CHEMBL3797,5.0,inactive
CHEMBL1397158,CHEMBL3797,4.6,inactive
CHEMBL1397221,CHEMBL4040,4.6,inactive
CHEMBL1397251,CHEMBL3797,5.05,inactive
CHEMBL1397270,CHEMBL2815,4.48,inactive
CHEMBL1397308,CHEMBL4040,4.5,inactive
CHEMBL1397353,CHEMBL4040,4.4,inactive
CHEMBL1397427,CHEMBL4203,5.75,inactive
CHEMBL1397507,CHEMBL3797,5.05,inactive
CHEMBL1397596,CHEMBL4040,4.4,inactive
CHEMBL13976,CHEMBL1913,9.3,active
CHEMBL13976,CHEMBL2116,7.3,active
CHEMBL13976,CHEMBL279,6.31,inactive
CHEMBL13976,CHEMBL4045,6.87,active
CHEMBL1397636,CHEMBL4040,5.85,inactive
CHEMBL1397636,CHEMBL4203,4.85,inactive
CHEMBL1397651,CHEMBL3797,4.55,inactive
CHEMBL1397711,CHEMBL4040,4.6,inactive
CHEMBL1397782,CHEMBL4040,4.4,inactive
CHEMBL1397835,CHEMBL3797,4.45,inactive
CHEMBL1397846,CHEMBL4040,4.9,inactive
CHEMBL1397851,CHEMBL4040,9.0,active
CHEMBL1397881,CHEMBL4203,4.625,inactive
CHEMBL1397882,CHEMBL4040,5.0,inactive
CHEMBL1397914,CHEMBL4040,4.6,inactive
CHEMBL1398013,CHEMBL4203,4.85,inactive
CHEMBL1398022,CHEMBL4040,5.1,inactive
CHEMBL1398061,CHEMBL3797,4.55,inactive
CHEMBL1398096,CHEMBL2842,4.654999999999999,inactive
CHEMBL1398137,CHEMBL4040,5.425000000000001,inactive
CHEMBL1398163,CHEMBL3797,4.4,inactive
CHEMBL1398181,CHEMBL3797,5.45,inactive
CHEMBL1398187,CHEMBL3797,4.45,inactive
CHEMBL1398209,CHEMBL3797,4.4,inactive
CHEMBL1398250,CHEMBL4040,5.4,inactive
CHEMBL13983,CHEMBL1913,8.52,active
CHEMBL139833,CHEMBL2599,5.82,inactive
CHEMBL1398345,CHEMBL3797,4.4,inactive
CHEMBL1398355,CHEMBL3797,4.65,inactive
CHEMBL1398363,CHEMBL3797,4.55,inactive
CHEMBL1398474,CHEMBL2147,5.89,inactive
CHEMBL1398540,CHEMBL4040,4.9,inactive
CHEMBL1398543,CHEMBL4040,4.6,inactive
CHEMBL1398581,CHEMBL4040,7.9,active
CHEMBL1398593,CHEMBL4040,4.4,inactive
CHEMBL1398635,CHEMBL3797,4.55,inactive
CHEMBL1398645,CHEMBL4040,4.8,inactive
CHEMBL1398663,CHEMBL4040,4.55,inactive
CHEMBL1398667,CHEMBL4040,6.3,inactive
CHEMBL1398721,CHEMBL3797,5.0,inactive
CHEMBL1398721,CHEMBL4040,4.9,inactive
CHEMBL1398728,CHEMBL4040,4.8,inactive
CHEMBL1398729,CHEMBL1862,4.37,inactive
CHEMBL1398751,CHEMBL4040,5.9,inactive
CHEMBL1398789,CHEMBL3797,4.4,inactive
CHEMBL1398810,CHEMBL4203,4.5,inactive
CHEMBL1398846,CHEMBL4040,4.4,inactive
CHEMBL1398933,CHEMBL4040,4.45,inactive
CHEMBL1398952,CHEMBL4040,4.5,inactive
CHEMBL1398954,CHEMBL4040,7.4,active
CHEMBL1398978,CHEMBL4040,4.6,inactive
CHEMBL1398987,CHEMBL4040,4.4,inactive
CHEMBL1398994,CHEMBL4040,4.6,inactive
CHEMBL1399011,CHEMBL4040,4.55,inactive
CHEMBL1399018,CHEMBL4040,6.4,inactive
CHEMBL1399081,CHEMBL4040,6.5,active
CHEMBL1399091,CHEMBL4040,4.8,inactive
CHEMBL1399107,CHEMBL2637,4.12,inactive
CHEMBL1399121,CHEMBL4040,4.55,inactive
CHEMBL1399140,CHEMBL4040,4.4,inactive
CHEMBL1399142,CHEMBL4040,4.6,inactive
CHEMBL1399172,CHEMBL4040,4.4,inactive
CHEMBL1399183,CHEMBL4040,4.4,inactive
CHEMBL1399216,CHEMBL4040,4.6,inactive
CHEMBL1399227,CHEMBL4040,5.55,inactive
CHEMBL1399249,CHEMBL4040,4.5,inactive
CHEMBL1399261,CHEMBL4040,8.3,active
CHEMBL1399289,CHEMBL4040,4.5,inactive
CHEMBL1399328,CHEMBL4040,5.3,inactive
CHEMBL1399332,CHEMBL4040,4.4,inactive
CHEMBL1399338,CHEMBL4040,4.85,inactive
CHEMBL1399370,CHEMBL4040,6.2,inactive
CHEMBL1399381,CHEMBL3797,4.45,inactive
CHEMBL1399391,CHEMBL4040,4.9,inactive
CHEMBL1399433,CHEMBL3797,4.4,inactive
CHEMBL1399463,CHEMBL4040,4.5,inactive
CHEMBL1399478,CHEMBL4040,4.65,inactive
CHEMBL1399488,CHEMBL4040,5.9,inactive
CHEMBL1399489,CHEMBL4040,4.6,inactive
CHEMBL1399490,CHEMBL4040,4.4,inactive
CHEMBL1399493,CHEMBL4040,4.9,inactive
CHEMBL1399528,CHEMBL4040,4.6,inactive
CHEMBL1399528,CHEMBL4203,6.25,inactive
CHEMBL1399549,CHEMBL4040,5.3,inactive
CHEMBL1399556,CHEMBL4040,5.6,inactive
CHEMBL1399588,CHEMBL4040,4.55,inactive
CHEMBL1399591,CHEMBL4040,4.4,inactive
CHEMBL1399595,CHEMBL3797,4.4,inactive
CHEMBL1399613,CHEMBL4040,4.7,inactive
CHEMBL1399624,CHEMBL4040,4.5,inactive
CHEMBL1399652,CHEMBL4040,4.6,inactive
CHEMBL1399664,CHEMBL3797,4.4,inactive
CHEMBL1399664,CHEMBL4040,4.5,inactive
CHEMBL1399688,CHEMBL4040,5.1,inactive
CHEMBL1399698,CHEMBL4040,4.45,inactive
CHEMBL1399701,CHEMBL4040,4.4,inactive
CHEMBL1399735,CHEMBL3797,4.4,inactive
CHEMBL1399767,CHEMBL4040,4.5,inactive
CHEMBL1399773,CHEMBL4040,4.5,inactive
CHEMBL1399847,CHEMBL4040,4.4,inactive
CHEMBL1399848,CHEMBL3797,4.4,inactive
CHEMBL1399901,CHEMBL4040,4.45,inactive
CHEMBL1399938,CHEMBL2971,5.79,inactive
CHEMBL1399949,CHEMBL4040,4.9,inactive
CHEMBL1399950,CHEMBL4040,7.4,active
CHEMBL1399952,CHEMBL4040,5.9,inactive
CHEMBL1399957,CHEMBL3797,4.65,inactive
CHEMBL1399968,CHEMBL4040,4.7,inactive
CHEMBL1399970,CHEMBL3797,5.45,inactive
CHEMBL1399977,CHEMBL4040,5.0,inactive
CHEMBL140,CHEMBL203,5.07,inactive
CHEMBL140,CHEMBL2292,6.52,active
CHEMBL140,CHEMBL262,4.75,inactive
CHEMBL140,CHEMBL4040,4.5,inactive
CHEMBL140,CHEMBL4147,4.43,inactive
CHEMBL140,CHEMBL4203,5.01,inactive
CHEMBL140,CHEMBL4224,5.31,inactive
CHEMBL140,CHEMBL4376,8.0,active
CHEMBL140,CHEMBL4575,5.37,inactive
CHEMBL140,CHEMBL4600,4.8,inactive
CHEMBL140,CHEMBL5543,6.83,active
CHEMBL1400016,CHEMBL4040,5.4,inactive
CHEMBL1400043,CHEMBL4203,4.85,inactive
CHEMBL1400056,CHEMBL4040,4.45,inactive
CHEMBL1400095,CHEMBL2793,5.5,inactive
CHEMBL1400125,CHEMBL3797,5.15,inactive
CHEMBL1400183,CHEMBL4040,4.4,inactive
CHEMBL1400196,CHEMBL3797,4.7,inactive
CHEMBL1400214,CHEMBL4040,4.4,inactive
CHEMBL1400228,CHEMBL4040,4.4,inactive
CHEMBL1400252,CHEMBL4040,4.7,inactive
CHEMBL1400292,CHEMBL4040,5.0,inactive
CHEMBL1400301,CHEMBL4040,4.55,inactive
CHEMBL1400375,CHEMBL3797,4.4,inactive
CHEMBL1400391,CHEMBL4040,4.4,inactive
CHEMBL1400409,CHEMBL4040,4.55,inactive
CHEMBL1400412,CHEMBL4040,4.85,inactive
CHEMBL1400432,CHEMBL3797,4.4,inactive
CHEMBL1400469,CHEMBL4040,4.7,inactive
CHEMBL1400553,CHEMBL3797,5.15,inactive
CHEMBL1400571,CHEMBL4040,4.9,inactive
CHEMBL140061,CHEMBL262,6.0,inactive
CHEMBL1400617,CHEMBL4040,4.7,inactive
CHEMBL1400668,CHEMBL4040,4.4,inactive
CHEMBL1400681,CHEMBL4040,4.4,inactive
CHEMBL1400685,CHEMBL4040,4.95,inactive
CHEMBL1400705,CHEMBL3797,5.5,inactive
CHEMBL1400717,CHEMBL4040,4.4,inactive
CHEMBL1400769,CHEMBL3797,5.0,inactive
CHEMBL1400775,CHEMBL4040,4.4,inactive
CHEMBL1400807,CHEMBL4040,4.4,inactive
CHEMBL1400863,CHEMBL2637,4.46,inactive
CHEMBL1400868,CHEMBL3797,4.4,inactive
CHEMBL1400868,CHEMBL4040,4.6,inactive
CHEMBL1400874,CHEMBL4040,4.6,inactive
CHEMBL1400881,CHEMBL3797,5.5,inactive
CHEMBL1400884,CHEMBL4040,4.6,inactive
CHEMBL1400907,CHEMBL4040,4.8,inactive
CHEMBL1400928,CHEMBL4040,5.05,inactive
CHEMBL1400945,CHEMBL4040,5.0,inactive
CHEMBL1400950,CHEMBL1906,4.6,inactive
CHEMBL1400950,CHEMBL203,4.475,inactive
CHEMBL1400950,CHEMBL3587,6.0,inactive
CHEMBL1400950,CHEMBL4040,4.8,inactive
CHEMBL1400973,CHEMBL3797,4.75,inactive
CHEMBL1400989,CHEMBL4040,5.95,inactive
CHEMBL1401,CHEMBL4040,4.4,inactive
CHEMBL1401002,CHEMBL4040,4.75,inactive
CHEMBL1401004,CHEMBL4040,5.2,inactive
CHEMBL1401044,CHEMBL4040,5.8,inactive
CHEMBL1401057,CHEMBL4040,4.65,inactive
CHEMBL1401075,CHEMBL4040,5.0,inactive
CHEMBL1401083,CHEMBL4040,5.3,inactive
CHEMBL1401091,CHEMBL4040,7.2,active
CHEMBL1401138,CHEMBL4040,7.1,active
CHEMBL1401224,CHEMBL4040,4.9,inactive
CHEMBL1401237,CHEMBL3797,4.4,inactive
CHEMBL1401243,CHEMBL4040,4.7,inactive
CHEMBL1401243,CHEMBL4203,4.8,inactive
CHEMBL1401244,CHEMBL4040,4.4,inactive
CHEMBL1401253,CHEMBL4040,4.4,inactive
CHEMBL1401270,CHEMBL4040,4.8,inactive
CHEMBL1401280,CHEMBL2637,4.12,inactive
CHEMBL1401295,CHEMBL3797,4.7,inactive
CHEMBL1401296,CHEMBL4040,8.89,active
CHEMBL1401317,CHEMBL3797,4.55,inactive
CHEMBL1401317,CHEMBL4040,4.7,inactive
CHEMBL1401324,CHEMBL4040,4.5,inactive
CHEMBL1401337,CHEMBL3797,4.65,inactive
CHEMBL1401341,CHEMBL4040,5.15,inactive
CHEMBL1401348,CHEMBL4040,8.6,active
CHEMBL1401360,CHEMBL4040,4.4,inactive
CHEMBL1401376,CHEMBL4040,4.8,inactive
CHEMBL1401382,CHEMBL3797,5.5,inactive
CHEMBL1401386,CHEMBL4040,4.9,inactive
CHEMBL1401393,CHEMBL4040,4.45,inactive
CHEMBL1401431,CHEMBL3797,4.4,inactive
CHEMBL1401450,CHEMBL4040,4.8,inactive
CHEMBL1401480,CHEMBL4040,9.0,active
CHEMBL1401485,CHEMBL2637,4.2,inactive
CHEMBL1401522,CHEMBL4040,4.6,inactive
CHEMBL1401575,CHEMBL4040,4.8,inactive
CHEMBL1401587,CHEMBL3797,4.4,inactive
CHEMBL1401598,CHEMBL4040,4.5,inactive
CHEMBL1401606,CHEMBL4040,5.4,inactive
CHEMBL1401610,CHEMBL4040,4.7,inactive
CHEMBL1401628,CHEMBL4040,4.65,inactive
CHEMBL1401645,CHEMBL3797,4.5,inactive
CHEMBL1401648,CHEMBL3797,5.25,inactive
CHEMBL1401660,CHEMBL4040,4.4,inactive
CHEMBL1401669,CHEMBL4040,4.85,inactive
CHEMBL1401672,CHEMBL4040,5.3,inactive
CHEMBL1401673,CHEMBL4040,4.8,inactive
CHEMBL1401682,CHEMBL4203,4.7,inactive
CHEMBL1401720,CHEMBL3797,5.5,inactive
CHEMBL1401728,CHEMBL3797,5.5,inactive
CHEMBL1401737,CHEMBL4040,4.95,inactive
CHEMBL1401742,CHEMBL4040,6.1,inactive
CHEMBL1401753,CHEMBL4040,5.0,inactive
CHEMBL1401763,CHEMBL4040,4.4,inactive
CHEMBL1401767,CHEMBL4040,4.4,inactive
CHEMBL1401818,CHEMBL3797,4.4,inactive
CHEMBL1401831,CHEMBL4040,4.8,inactive
CHEMBL1401845,CHEMBL4040,4.4,inactive
CHEMBL1401847,CHEMBL4040,4.5,inactive
CHEMBL1401859,CHEMBL4040,5.4,inactive
CHEMBL1401859,CHEMBL4203,5.5,inactive
CHEMBL1401888,CHEMBL4040,4.6,inactive
CHEMBL1401900,CHEMBL4040,4.65,inactive
CHEMBL1401906,CHEMBL4040,4.55,inactive
CHEMBL1401912,CHEMBL4040,4.4,inactive
CHEMBL1401938,CHEMBL5469,5.28,inactive
CHEMBL1401945,CHEMBL4040,4.475,inactive
CHEMBL1401951,CHEMBL4040,4.4,inactive
CHEMBL1401953,CHEMBL4040,4.6,inactive
CHEMBL1401958,CHEMBL4040,4.5,inactive
CHEMBL1401987,CHEMBL3797,5.25,inactive
CHEMBL1401987,CHEMBL4040,4.5,inactive
CHEMBL1402018,CHEMBL4040,8.2,active
CHEMBL1402071,CHEMBL4040,5.0,inactive
CHEMBL1402127,CHEMBL4040,4.6,inactive
CHEMBL1402142,CHEMBL4040,4.4,inactive
CHEMBL1402143,CHEMBL4040,4.8,inactive
CHEMBL1402175,CHEMBL3797,5.6,inactive
CHEMBL1402196,CHEMBL4040,5.9,inactive
CHEMBL1402202,CHEMBL4040,4.6,inactive
CHEMBL1402212,CHEMBL3797,5.65,inactive
CHEMBL1402230,CHEMBL4040,4.4,inactive
CHEMBL1402289,CHEMBL4040,4.6,inactive
CHEMBL1402304,CHEMBL4040,4.8,inactive
CHEMBL1402324,CHEMBL4040,4.6,inactive
CHEMBL1402326,CHEMBL4040,4.725,inactive
CHEMBL1402356,CHEMBL4040,4.5,inactive
CHEMBL1402385,CHEMBL4040,4.95,inactive
CHEMBL1402417,CHEMBL4040,4.4,inactive
CHEMBL1402435,CHEMBL4040,4.4,inactive
CHEMBL1402442,CHEMBL3797,4.45,inactive
CHEMBL1402442,CHEMBL4040,4.7,inactive
CHEMBL1402471,CHEMBL3797,4.4,inactive
CHEMBL1402502,CHEMBL4040,4.55,inactive
CHEMBL1402544,CHEMBL4040,5.65,inactive
CHEMBL1402555,CHEMBL4040,4.4,inactive
CHEMBL1402563,CHEMBL4040,5.0,inactive
CHEMBL1402568,CHEMBL4040,5.5,inactive
CHEMBL1402572,CHEMBL6144,5.19,inactive
CHEMBL1402573,CHEMBL4040,4.6,inactive
CHEMBL1402610,CHEMBL3797,5.4,inactive
CHEMBL1402623,CHEMBL4040,4.4,inactive
CHEMBL1402628,CHEMBL4040,4.9,inactive
CHEMBL1402629,CHEMBL4040,4.5,inactive
CHEMBL1402640,CHEMBL4040,5.55,inactive
CHEMBL1402656,CHEMBL4040,4.6,inactive
CHEMBL1402714,CHEMBL4040,4.5,inactive
CHEMBL1402756,CHEMBL4040,4.6,inactive
CHEMBL1402760,CHEMBL4040,6.2,inactive
CHEMBL1402777,CHEMBL3797,5.45,inactive
CHEMBL1402797,CHEMBL4040,4.9,inactive
CHEMBL1402807,CHEMBL4040,4.7,inactive
CHEMBL1402855,CHEMBL4040,4.5,inactive
CHEMBL1402874,CHEMBL4040,4.4,inactive
CHEMBL1402888,CHEMBL4040,4.5,inactive
CHEMBL1402898,CHEMBL4040,5.8,inactive
CHEMBL1402920,CHEMBL4040,4.65,inactive
CHEMBL1402956,CHEMBL4040,4.4,inactive
CHEMBL1402957,CHEMBL4040,4.5,inactive
CHEMBL1402982,CHEMBL4040,4.6,inactive
CHEMBL1402990,CHEMBL4040,4.8,inactive
CHEMBL1402991,CHEMBL4040,5.05,inactive
CHEMBL1403041,CHEMBL4040,4.4,inactive
CHEMBL1403052,CHEMBL4040,4.5,inactive
CHEMBL1403085,CHEMBL3797,4.4,inactive
CHEMBL1403132,CHEMBL3797,4.4,inactive
CHEMBL1403154,CHEMBL3797,5.6,inactive
CHEMBL1403174,CHEMBL4040,5.0,inactive
CHEMBL1403180,CHEMBL4040,4.6,inactive
CHEMBL1403227,CHEMBL4040,4.4,inactive
CHEMBL1403237,CHEMBL4040,4.5,inactive
CHEMBL1403244,CHEMBL3797,4.6,inactive
CHEMBL1403245,CHEMBL4040,5.8,inactive
CHEMBL1403333,CHEMBL4040,5.0,inactive
CHEMBL1403333,CHEMBL4203,5.1,inactive
CHEMBL1403344,CHEMBL4040,5.4,inactive
CHEMBL1403374,CHEMBL4040,5.0,inactive
CHEMBL1403378,CHEMBL3797,5.4,inactive
CHEMBL1403383,CHEMBL4040,4.9,inactive
CHEMBL1403419,CHEMBL4040,5.4,inactive
CHEMBL1403448,CHEMBL4040,4.6,inactive
CHEMBL1403448,CHEMBL5469,5.21,inactive
CHEMBL1403452,CHEMBL4040,6.4,inactive
CHEMBL1403474,CHEMBL4040,5.1,inactive
CHEMBL1403488,CHEMBL4203,4.5,inactive
CHEMBL1403505,CHEMBL4040,4.5,inactive
CHEMBL1403505,CHEMBL4203,4.85,inactive
CHEMBL1403514,CHEMBL4040,4.4,inactive
CHEMBL1403519,CHEMBL4040,6.8,active
CHEMBL1403562,CHEMBL4203,5.3,inactive
CHEMBL1403564,CHEMBL3797,4.55,inactive
CHEMBL1403572,CHEMBL4040,6.95,active
CHEMBL1403598,CHEMBL4040,4.4,inactive
CHEMBL1403616,CHEMBL4040,4.8,inactive
CHEMBL1403626,CHEMBL4040,4.4,inactive
CHEMBL1403652,CHEMBL3797,5.35,inactive
CHEMBL1403657,CHEMBL4040,4.8,inactive
CHEMBL1403683,CHEMBL3797,5.3,inactive
CHEMBL1403711,CHEMBL4040,4.7,inactive
CHEMBL1403712,CHEMBL4040,6.2,inactive
CHEMBL1403722,CHEMBL4040,4.95,inactive
CHEMBL1403732,CHEMBL3797,4.95,inactive
CHEMBL1403734,CHEMBL3797,4.4,inactive
CHEMBL1403744,CHEMBL4040,4.4,inactive
CHEMBL1403758,CHEMBL4040,4.5,inactive
CHEMBL1403768,CHEMBL4040,6.8,active
CHEMBL1403777,CHEMBL4040,4.4,inactive
CHEMBL1403784,CHEMBL3797,4.4,inactive
CHEMBL1403793,CHEMBL4040,4.6,inactive
CHEMBL1403793,CHEMBL4203,6.55,active
CHEMBL1403858,CHEMBL4040,6.7,active
CHEMBL1403866,CHEMBL4040,4.9,inactive
CHEMBL1403868,CHEMBL2637,4.26,inactive
CHEMBL1403888,CHEMBL4040,6.2,inactive
CHEMBL1403913,CHEMBL4040,4.7,inactive
CHEMBL1403919,CHEMBL3797,4.5,inactive
CHEMBL1403929,CHEMBL3797,4.4,inactive
CHEMBL1403957,CHEMBL4040,4.7,inactive
CHEMBL1404004,CHEMBL4040,6.15,inactive
CHEMBL1404007,CHEMBL4040,4.6,inactive
CHEMBL1404056,CHEMBL4040,4.4,inactive
CHEMBL1404072,CHEMBL4040,5.5,inactive
CHEMBL1404078,CHEMBL4040,5.2,inactive
CHEMBL1404093,CHEMBL4040,5.0,inactive
CHEMBL1404106,CHEMBL4040,5.05,inactive
CHEMBL1404131,CHEMBL3797,4.4,inactive
CHEMBL1404181,CHEMBL4040,4.8,inactive
CHEMBL1404276,CHEMBL4040,4.6,inactive
CHEMBL1404317,CHEMBL4040,4.6,inactive
CHEMBL1404317,CHEMBL4203,4.9,inactive
CHEMBL1404365,CHEMBL3797,4.7,inactive
CHEMBL1404379,CHEMBL3797,4.55,inactive
CHEMBL1404381,CHEMBL3797,4.4,inactive
CHEMBL1404408,CHEMBL4203,4.5,inactive
CHEMBL1404419,CHEMBL3797,4.85,inactive
CHEMBL1404451,CHEMBL4203,4.9,inactive
CHEMBL1404458,CHEMBL3797,4.5,inactive
CHEMBL1404474,CHEMBL4040,5.3,inactive
CHEMBL1404488,CHEMBL4040,4.75,inactive
CHEMBL1404501,CHEMBL4040,4.6,inactive
CHEMBL1404501,CHEMBL4203,4.8,inactive
CHEMBL1404530,CHEMBL4040,4.5,inactive
CHEMBL1404538,CHEMBL4040,5.4,inactive
CHEMBL1404557,CHEMBL4040,7.9,active
CHEMBL1404559,CHEMBL4040,4.7,inactive
CHEMBL1404565,CHEMBL4040,4.5,inactive
CHEMBL1404602,CHEMBL4040,4.35,inactive
CHEMBL1404607,CHEMBL4040,5.125,inactive
CHEMBL1404621,CHEMBL4040,7.6,active
CHEMBL1404631,CHEMBL4040,4.4,inactive
CHEMBL1404636,CHEMBL3797,4.5,inactive
CHEMBL1404645,CHEMBL4040,4.4,inactive
CHEMBL1404660,CHEMBL4040,4.4,inactive
CHEMBL1404673,CHEMBL4040,5.5,inactive
CHEMBL1404682,CHEMBL4040,4.5,inactive
CHEMBL1404688,CHEMBL4040,4.7,inactive
CHEMBL1404701,CHEMBL4040,5.2,inactive
CHEMBL1404734,CHEMBL4040,5.0,inactive
CHEMBL1404738,CHEMBL3797,4.6,inactive
CHEMBL1404802,CHEMBL4040,4.65,inactive
CHEMBL1404814,CHEMBL4040,5.1,inactive
CHEMBL1404841,CHEMBL4040,4.75,inactive
CHEMBL1404846,CHEMBL3797,4.4,inactive
CHEMBL1404870,CHEMBL3797,6.1,inactive
CHEMBL1404884,CHEMBL4040,4.825,inactive
CHEMBL1404954,CHEMBL4203,5.85,inactive
CHEMBL1404959,CHEMBL4040,4.4,inactive
CHEMBL1404982,CHEMBL4040,4.7,inactive
CHEMBL1405015,CHEMBL3797,4.8,inactive
CHEMBL1405054,CHEMBL4040,5.3,inactive
CHEMBL1405071,CHEMBL4040,4.4,inactive
CHEMBL1405077,CHEMBL4040,4.4,inactive
CHEMBL1405081,CHEMBL4040,4.4,inactive
CHEMBL1405142,CHEMBL4040,5.9,inactive
CHEMBL1405192,CHEMBL3797,5.45,inactive
CHEMBL1405197,CHEMBL4040,4.45,inactive
CHEMBL1405209,CHEMBL4040,4.6,inactive
CHEMBL1405281,CHEMBL4040,4.4,inactive
CHEMBL1405297,CHEMBL4040,5.0,inactive
CHEMBL1405316,CHEMBL3797,4.55,inactive
CHEMBL1405431,CHEMBL4040,6.5,active
CHEMBL1405464,CHEMBL4040,4.6,inactive
CHEMBL140550,CHEMBL299,5.7,inactive
CHEMBL1405560,CHEMBL4040,4.4,inactive
CHEMBL1405581,CHEMBL4040,5.7,inactive
CHEMBL1405583,CHEMBL4040,4.4,inactive
CHEMBL1405585,CHEMBL4040,5.3,inactive
CHEMBL1405602,CHEMBL4040,4.6,inactive
CHEMBL140561,CHEMBL1824,6.96,active
CHEMBL140561,CHEMBL203,6.97,active
CHEMBL1405618,CHEMBL4040,5.5,inactive
CHEMBL1405669,CHEMBL4040,4.8,inactive
CHEMBL1405698,CHEMBL3797,4.5,inactive
CHEMBL1405710,CHEMBL4040,4.4,inactive
CHEMBL1405719,CHEMBL4040,4.6,inactive
CHEMBL1405744,CHEMBL4040,6.1,inactive
CHEMBL1405744,CHEMBL4203,5.45,inactive
CHEMBL140575,CHEMBL1824,6.17,inactive
CHEMBL1405750,CHEMBL3797,4.7,inactive
CHEMBL1405769,CHEMBL4040,5.0,inactive
CHEMBL1405804,CHEMBL4040,4.8,inactive
CHEMBL1405834,CHEMBL4040,4.6,inactive
CHEMBL1405909,CHEMBL4040,4.5,inactive
CHEMBL1405919,CHEMBL3797,4.5,inactive
CHEMBL1405935,CHEMBL3797,4.4,inactive
CHEMBL1405946,CHEMBL4040,4.4,inactive
CHEMBL1405947,CHEMBL3797,4.4,inactive
CHEMBL1405957,CHEMBL4040,4.4,inactive
CHEMBL1405979,CHEMBL2828,6.48,inactive
CHEMBL1405981,CHEMBL4203,5.175000000000001,inactive
CHEMBL1405984,CHEMBL4040,4.8,inactive
CHEMBL1406070,CHEMBL4040,4.9,inactive
CHEMBL1406082,CHEMBL4203,4.525,inactive
CHEMBL1406095,CHEMBL4040,4.6,inactive
CHEMBL1406136,CHEMBL4040,5.25,inactive
CHEMBL1406162,CHEMBL3797,5.35,inactive
CHEMBL1406180,CHEMBL4040,4.45,inactive
CHEMBL1406197,CHEMBL4040,7.9,active
CHEMBL1406203,CHEMBL4040,4.8,inactive
CHEMBL1406204,CHEMBL4040,6.1,inactive
CHEMBL1406208,CHEMBL4040,4.5,inactive
CHEMBL1406211,CHEMBL4040,4.7,inactive
CHEMBL1406220,CHEMBL3797,4.65,inactive
CHEMBL1406233,CHEMBL4040,4.7,inactive
CHEMBL1406238,CHEMBL4040,5.35,inactive
CHEMBL1406254,CHEMBL4040,5.2,inactive
