molecule_chembl_id,canonical_smiles
CHEMBL3694804,CNc1nc(Nc2ccc3c(c2OC)CN(C)C3=O)ncc1C(F)(F)F
CHEMBL3694805,CNc1nc(Nc2cc3c(cc2OC)N(C)C(=O)C(C)(C)O3)ncc1C(F)(F)F
CHEMBL3694806,CNc1nc(Nc2cc3oc(=O)[nH]c3cc2Cl)ncc1Cl
CHEMBL3694807,CNc1nc(Nc2cc3c(cc2OC)C(=O)N(C)CC3)ncc1C(F)(F)F
CHEMBL3694808,CNc1nc(Nc2cc3c(cc2OC)C(=O)N(C)CC3)ncc1C#N
CHEMBL3694809,CNc1nc(Nc2cc3cnn(C)c(=O)c3cc2OC)ncc1C(F)(F)F
CHEMBL3694810,CCN1Cc2c(ccc(Nc3ncc(C(F)(F)F)c(NC)n3)c2OC)C1=O
CHEMBL3694811,CNc1nc(Nc2ccc3c(c2OC)CN(C(C)(C)O)C3=O)ncc1C(F)(F)F
CHEMBL3694812,CNc1nc(Nc2ccc3c(c2OC)CN(C2COC2)C3=O)ncc1C(F)(F)F
CHEMBL3694813,CNc1nc(Nc2cc3c(cc2OC)C(=O)N(C)C3)ncc1C(F)(F)F
CHEMBL3694814,CNc1nc(Nc2cc3c(cc2Cl)c(C(=O)N2CCOCC2)cn3C)ncc1C(F)(F)F
CHEMBL3694815,CNc1nc(Nc2cc3c(cc2OC)C(=O)N(CC(C)(C)O)C3)ncc1C(F)(F)F
CHEMBL3694816,CNc1nc(Nc2cc3c(cc2OC)C(=O)N(C2COC2)C3)ncc1C(F)(F)F
CHEMBL3694817,CCNc1nc(Nc2cc3c(cc2OC)C(=O)N(C2COC2)C3)ncc1C(F)(F)F
CHEMBL3694818,CNc1nc(Nc2cc3c(cc2Cl)c(C(=O)N(C)C)cn3C)ncc1C(F)(F)F
CHEMBL3694819,CNc1nc(Nc2cc3c(cc2Cl)c(C(=O)N2CCNCC2)cn3C)ncc1C(F)(F)F
CHEMBL3694820,CCNc1nc(Nc2cc3c(cc2Cl)c(C(=O)N2CCOCC2)cn3C)ncc1C(F)(F)F
CHEMBL3694821,CNc1nc(Nc2cc3c(cc2OC)c(C(=O)N2CCOCC2)cn3C)ncc1C(F)(F)F
CHEMBL3694822,CNc1nc(Nc2cc3c(cc2Cl)c(C(=O)N2CCN(C)CC2)cn3C)ncc1C(F)(F)F
CHEMBL3694823,CCN1CCN(C(=O)c2cn(C)c3cc(Nc4ncc(C(F)(F)F)c(NC)n4)c(Cl)cc23)CC1
CHEMBL3694824,CNc1nc(Nc2cc3c(cc2Cl)c(C(=O)N2C[C@@H]4C[C@H]2CO4)cn3C)ncc1C(F)(F)F
CHEMBL3695214,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3cn(-c4ccccc4)nn3)n2)cc1
CHEMBL3695568,COCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1
CHEMBL3695569,COCC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1
CHEMBL3695570,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ncccc23)n(-c2ccccc2)n1
CHEMBL3695571,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ncccc23)cc1
CHEMBL3695572,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cn1
CHEMBL3695573,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL369572,O=C1NC(=O)C(c2cnc3ncccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2
CHEMBL3695574,CNS(=O)(=O)Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695575,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(Cl)cc2)n1
CHEMBL3695576,Cc1ccc(-n2nc(C3CC3)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695577,Cc1ccc(-n2nc(C3(C)CC3)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695578,Cc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695579,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(S(C)(=O)=O)cc2)n1
CHEMBL3695580,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(Cl)c(Cl)c2)n1
CHEMBL3695581,CSc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695582,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1
CHEMBL3695583,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cc1
CHEMBL3695584,CCn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(OC)cc4)c4ccccc34)c21
CHEMBL3695585,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C(C)C)c34)c3ccccc23)cc1
CHEMBL3695586,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c(Cl)c2Cl)cc1
CHEMBL3695587,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ncnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1
CHEMBL3695588,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(O)cc2)n1
CHEMBL3695589,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(CO)cc2)n1
CHEMBL3695590,COc1cc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)ccc1CO
CHEMBL3695591,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c(Cl)c2Cl)n(-c2ccc(CO)cc2)n1
CHEMBL3695592,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccc(CO)nc2)n1
CHEMBL3695593,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)s1
CHEMBL3695594,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695595,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ncnc4[nH]c(=O)cnc34)c3ccccc23)cc1
CHEMBL3695946,C[C@@H](Oc1nc(-c2ccc(OC(F)(F)F)c(F)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695947,C[C@@H](Oc1nc(-c2cc(F)c(Cl)c(F)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695948,C[C@@H](Oc1nc(-c2ccc(C(F)(F)F)nc2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695949,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)ccc1OC(F)(F)F
CHEMBL3695950,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1C(F)(F)F
CHEMBL3695951,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc(Cl)c1OC
CHEMBL3695952,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(Cl)c1OC
CHEMBL3695953,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1Cl
CHEMBL3695954,COc1cc(-c2cc3c(ccc[n+]3[O-])c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(Cl)c1OC
CHEMBL3695955,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OC1CCS(=O)(=O)CC1
CHEMBL3695956,O=C1C[C@@H](COc2nc(-c3ccc(C(F)(F)F)cc3)cc3ncccc23)CN1
CHEMBL3695957,Cc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)no1
CHEMBL3695958,COc1c(F)cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1F
CHEMBL3695959,COc1c(F)cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc1F
CHEMBL3695960,Cc1ccc(OC2CCOCC2)c(C(F)(F)F)c1
CHEMBL3695961,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1Cl
CHEMBL3695962,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1Cl
CHEMBL3695963,COc1cc(C)cc(OC)c1OCCN1CCOCC1
CHEMBL3695964,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1OCCN1CCOCC1
CHEMBL3695965,CC[C@@H](Oc1nc(-c2cc(OC)c(OCCN3CCOCC3)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695966,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc2c1OCO2
CHEMBL3695967,C[C@@H](Oc1nc(-c2ccc(=O)[nH]c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695968,CN1CCOc2cc(-c3cc4ncccc4c(OCC4CNC(=O)C4)n3)cnc21
CHEMBL3695969,COc1cc(-c2cc3ncccc3c(NCc3n[nH]c(=O)o3)n2)cc(OC)c1OC
CHEMBL3695970,COc1cc(-c2cc3ncccc3c(NCc3n[nH]c(=O)[nH]3)n2)cc(OC)c1OC
CHEMBL3695971,COc1cc(-c2cc3ncccc3c(OC([C@H]3CNC(=O)C3)C(F)(F)F)n2)cc(OC)c1OC
CHEMBL3695972,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)O3)n2)cc(OC)c1OC
CHEMBL3695973,COc1cc(-c2cc3ncccc3c(OCC3CC(=O)NO3)n2)cc(OC)c1OC
CHEMBL3695974,COc1cc(-c2cc3ncccc3c(NC[C@H]3CNC(=O)O3)n2)cc(OC)c1OC
CHEMBL3695975,COc1cc(-c2cc3ncccc3c(NCc3cc(=O)[nH]o3)n2)cc(OC)c1OC
CHEMBL3695976,COc1cc(-c2cc3ncccc3c(OC(C)C3CC(=O)NO3)n2)cc(OC)c1OC
CHEMBL3695977,COc1cc(-c2cc3ncccc3c(OCC3CNC(=O)C3)n2)cc(OC)c1OC
CHEMBL3695978,COCC[C@@H](Oc1nc(-c2cc(OC)c(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695979,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1OC
CHEMBL3695980,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)[C@@H]3C)n2)cc(OC)c1OC
CHEMBL3695981,COc1cc(-c2cc3c(ccc[n+]3[O-])c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1OC
CHEMBL3695982,COc1cc(-c2cc3ncccc3c(NC[C@H]3CC(=O)N[C@@H]3C)n2)cc(OC)c1OC
CHEMBL3695983,COc1cc(-c2cc3ncccc3c(N[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1OC
CHEMBL3695984,COc1cc(-c2cc3ncccc3c(NCc3ccc(=O)[nH]c3)n2)cc(OC)c1OC
CHEMBL3695985,CC[C@@H](Oc1nc(-c2cc(OC)c(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695986,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3(C)C)n2)cc(OC)c1OC
CHEMBL3695987,CC[C@H]1NC(=O)C[C@@H]1CNc1nc(-c2cc(OC)c(OC)c(OC)c2)cc2ncccc12
CHEMBL3695988,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc(OC)c1OC1CCOCC1
CHEMBL3695989,C[C@@H](Oc1nc(-c2ccc(N3CCOCC3)nc2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3695990,COc1ccc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cn1
CHEMBL3695991,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3695992,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1F
CHEMBL3695993,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1F
CHEMBL3695994,COC[C@H](C)Oc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3695995,COC[C@@H](C)Oc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3695996,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1O[C@H]1CCOC1
CHEMBL3695997,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1O[C@@H]1CCOC1
CHEMBL3695998,CCOc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OCC)c1OCC
CHEMBL3695999,Cc1cc2ncccc2c(OC[C@H]2CNC(=O)C2)n1
CHEMBL3696000,O=C1C[C@@H](COc2nc(-c3ccc4c(c3)OCO4)cc3ncccc23)CN1
CHEMBL3696001,COc1cc(-c2cc3ncccc3c(NCc3cc(=O)[nH]o3)n2)ccc1OC1CCOCC1
CHEMBL3696002,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OC1CCOCC1
CHEMBL3696003,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1O[C@@H]1CCCOC1
CHEMBL3696004,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1O[C@H]1CCCOC1
CHEMBL3696006,COc1cc(-c2cc3ncccc3c(NCc3ccc(=O)[nH]c3)n2)ccc1OC1CCOCC1
CHEMBL3696007,CC[C@@H](Oc1nc(-c2ccc(OC3CCOCC3)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696008,COc1ccc(-c2cc3ncccc3c(OCc3n[nH]c(=O)o3)n2)cc1OC
CHEMBL3696009,COc1ccc(-c2cc3ncccc3c(NCc3n[nH]c(=O)o3)n2)cc1OC
CHEMBL3696010,COc1ccc(-c2cc3ncccc3c(NCc3n[nH]c(=O)[nH]3)n2)cc1OC
CHEMBL3696011,COc1ccc(-c2cc3ncccc3c(OC([C@H]3CNC(=O)C3)C(F)(F)F)n2)cc1OC
CHEMBL3696012,COc1ccc(-c2cc3ncccc3c(O[C@H]([C@H]3CNC(=O)C3)C(F)(F)F)n2)cc1OC
CHEMBL3696013,COc1ccc(-c2cc3ncccc3c(O[C@@H]([C@H]3CNC(=O)C3)C(F)(F)F)n2)cc1OC
CHEMBL3696014,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)O3)n2)cc1OC
CHEMBL3696015,COc1ccc(-c2cc3ncccc3c(OCC3CC(=O)NO3)n2)cc1OC
CHEMBL3696016,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)N3)n2)cc1OC
CHEMBL3696017,COc1ccc(-c2cc3ncccc3c(NC[C@H]3CNC(=O)O3)n2)cc1OC
CHEMBL3696018,COc1ccc(-c2cc3ncccc3c(NCC3CC(=O)NO3)n2)cc1OC
CHEMBL3696019,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)N3C)n2)cc1OC
CHEMBL3696020,COc1cccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)c1OC
CHEMBL3696021,COc1ccc(-c2cc3ncccc3c(NC[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3696022,COCCC(Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696023,COCC[C@@H](Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696024,COc1ccc(-c2cc3ncccc3c(O[C@@H](C)C3CNC(=O)C3)n2)cc1OC
CHEMBL3696025,COc1ccc(-c2cc3ncccc3c(O[C@@H](C)[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3696026,COc1ccc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3696027,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)[C@@H]3C)n2)cc1OC
CHEMBL3696028,COc1cc(OC)cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)c1
CHEMBL3696029,COc1ccc(-c2cc3ncccc3c(OCCC3CNC(=O)C3)n2)cc1OC
CHEMBL3696030,COc1ccc(-c2cc3ncccc3c(OCC3CCC(=O)NC3)n2)cc1OC
CHEMBL3696031,COc1ccc(-c2cc3ncccc3c(NC[C@H]3CC(=O)N[C@@H]3C)n2)cc1OC
CHEMBL3696032,COc1ccc(-c2cc3ncccc3c(NCc3ccc(=O)[nH]c3)n2)cc1OC
CHEMBL3696033,CCC(Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696034,CC[C@H](Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696035,CC[C@@H](Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696036,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3(C)C)n2)cc1OC
CHEMBL3696037,CC[C@H]1NC(=O)C[C@@H]1CNc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12
CHEMBL3696038,C=CC(Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696039,CCCC(Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696040,COc1ccc(-c2cc3ncccc3c(OC(C(C)C)[C@H]3CNC(=O)C3)n2)cc1OC
CHEMBL3696041,CCCCC(Oc1nc(-c2ccc(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696042,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OCC1CCOCC1
CHEMBL3696043,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc(C)c1OC
CHEMBL3696044,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(C)c1OC
CHEMBL3696045,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OC(C)C
CHEMBL3696046,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)ccc1OC(C)C
CHEMBL3696047,CC[C@@H](Oc1nc(-c2ccc(OC(C)C)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696048,C[C@@H](Oc1nc(-c2ccccc2F)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696049,C[C@@H](Oc1nc(-c2ccccn2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696050,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1
CHEMBL3696051,CC(C)Oc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1
CHEMBL3696052,O=C1C[C@@H](COc2nc(-c3ccc4c(c3)CCNC4)cc3ncccc23)CN1
CHEMBL3696053,C[C@@H](Oc1nc(-c2ccc(C#N)cc2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696054,C[C@H]1C(=O)NC[C@@H]1COc1nc(-c2ccc(C#N)cc2)cc2ncccc12
CHEMBL3696055,C[C@@H](Oc1nc(C2CC2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696056,O=C1C[C@@H](COc2nc(-c3ccccc3)cc3ncccc23)CN1
CHEMBL3696058,C[C@@H](Oc1nc(-c2ccccc2)cc2ncccc12)[C@H]1CNC(=O)C1
CHEMBL3696071,NC(=O)c1c(-c2ccc(N)cc2)nsc1NC(=O)NCCCN1CCOCC1
CHEMBL3696072,NC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)nsc1NC(=O)NCCCN1CCOCC1
CHEMBL3696073,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCN4CCOCC4)c3C(N)=O)cc2)c1
CHEMBL3696074,Cc1cccc(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCN4CCOCC4)c3C(N)=O)cc2)c1
CHEMBL3696075,NC(=O)c1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)nsc1NC(=O)NCCCN1CCOCC1
CHEMBL3696076,Cc1ccc(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCN4CCOCC4)c3C(N)=O)cc2)cc1
CHEMBL3696077,COCCCNC(=O)Nc1snc(-c2ccc(N)cc2)c1C(N)=O
CHEMBL3696078,COCCCNC(=O)Nc1snc(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c1C(N)=O
CHEMBL3696079,NC(=O)c1c(-c2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2)nsc1NC(=O)NCCCN1CCOCC1
CHEMBL3696080,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCN4CCOCC4)c3C(N)=O)c(C)c2)c1
CHEMBL3696081,CCOC(=O)Nc1snc(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c1C(N)=O
CHEMBL3696083,Cc1ccc(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCC(=O)O)c3C(N)=O)cc2)cc1
CHEMBL3696084,Cc1ccc(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCO)c3C(N)=O)cc2)cc1
CHEMBL3696085,NC(=O)c1c(-c2ccc(N)cc2)nsc1NC(=O)NCCCO
CHEMBL3696087,Cc1ccc(NC(=O)Nc2ccc(-c3nsc(N)c3C(N)=O)cc2)cc1
CHEMBL3696088,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc(N)c3C(N)=O)cc2)c1
CHEMBL3696091,NC(=O)c1c(-c2cccc(NO)c2)nsc1N
CHEMBL3696092,NC(=O)c1c(-c2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)nsc1N
CHEMBL3696095,Cc1ccc(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCN4CCCC4)c3C(N)=O)cc2)cc1
CHEMBL3696096,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3snc(N)c3C(N)=O)cc2)c1
CHEMBL3696097,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3snc(NCCCN4CCOCC4)c3C(N)=O)cc2)c1
CHEMBL3696098,COc1ccc(CNc2nsc(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2C(N)=O)c(OC)c1
CHEMBL3696234,CCOC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1
CHEMBL3696235,CN(C)c1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
CHEMBL3696236,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1F
CHEMBL3696237,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccsc1
CHEMBL3696238,COc1ccccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1
CHEMBL3696239,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cc(F)cc(F)c1
CHEMBL3696240,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(C(F)(F)F)c1
CHEMBL3696241,CC(C)(C)c1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
CHEMBL3696242,COC(=O)c1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
CHEMBL3696243,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(C(=O)O)c1
CHEMBL3696244,CC(C)c1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
CHEMBL3696245,N#Cc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F
CHEMBL3696246,N#Cc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
CHEMBL3696247,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cn1
CHEMBL3696248,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccnc1
CHEMBL3696249,Cc1cc(F)ccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1
CHEMBL3696250,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(O)c1
CHEMBL3696251,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cc(F)c(F)c(F)c1
CHEMBL3696252,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(CO)c1
CHEMBL3696253,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(C2CC2)c1
CHEMBL3696254,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1O
CHEMBL3696255,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(OC(F)F)c1
CHEMBL3696256,COc1cc(NC(=O)C(C)c2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F
CHEMBL3696257,Cc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1C
CHEMBL3696258,Cc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1F
CHEMBL3696259,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc2ocnc12
CHEMBL3696260,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(OC(F)(F)F)c1
CHEMBL3696261,CC(C)Oc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1
CHEMBL3696262,COc1cc(F)ccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1
