target_chembl_id,assay_chembl_id,confidence_score,assay_type
CHEMBL2426,CHEMBL5661037,9,B
CHEMBL2426,CHEMBL5661361,9,B
CHEMBL2426,CHEMBL5675047,9,B
CHEMBL2426,CHEMBL5679405,9,B
CHEMBL2426,CHEMBL5679638,9,B
CHEMBL2426,CHEMBL5681741,9,B
CHEMBL2426,CHEMBL5682001,9,B
CHEMBL2426,CHEMBL5682546,9,B
CHEMBL2426,CHEMBL5683404,9,B
CHEMBL2426,CHEMBL5684342,9,B
CHEMBL2426,CHEMBL5684570,9,B
CHEMBL2426,CHEMBL5685143,9,B
CHEMBL2426,CHEMBL5685700,9,B
CHEMBL2426,CHEMBL5686132,9,B
CHEMBL2426,CHEMBL5686600,9,B
CHEMBL2426,CHEMBL5696505,9,B
CHEMBL2426,CHEMBL5701556,9,B
CHEMBL2426,CHEMBL5701943,9,B
CHEMBL2426,CHEMBL5702516,9,B
CHEMBL2426,CHEMBL5702863,9,B
CHEMBL2426,CHEMBL5705141,9,B
CHEMBL2426,CHEMBL5706263,9,B
CHEMBL2426,CHEMBL5706458,9,B
CHEMBL2426,CHEMBL5708116,9,B
CHEMBL2426,CHEMBL5709884,9,B
CHEMBL2426,CHEMBL5711088,9,B
CHEMBL2426,CHEMBL5716737,9,B
CHEMBL2426,CHEMBL5716886,9,B
CHEMBL2426,CHEMBL5716903,9,B
CHEMBL2426,CHEMBL5717322,9,B
CHEMBL2426,CHEMBL5720320,9,B
CHEMBL2426,CHEMBL5720675,9,B
CHEMBL2426,CHEMBL5721682,9,B
CHEMBL2426,CHEMBL5721842,9,B
CHEMBL2426,CHEMBL5722002,9,B
CHEMBL2426,CHEMBL5722162,9,B
CHEMBL2426,CHEMBL5722210,9,B
CHEMBL2426,CHEMBL5722541,9,B
CHEMBL2426,CHEMBL5722610,9,B
CHEMBL2426,CHEMBL5722694,9,B
CHEMBL2426,CHEMBL5724090,9,B
CHEMBL5073,CHEMBL860659,9,B
CHEMBL5073,CHEMBL970570,8,B
CHEMBL5073,CHEMBL982739,9,B
CHEMBL5073,CHEMBL1034108,8,B
CHEMBL5073,CHEMBL1011057,8,B
CHEMBL5073,CHEMBL1017880,8,B
CHEMBL5073,CHEMBL1052133,9,B
CHEMBL5073,CHEMBL1052872,8,B
CHEMBL5073,CHEMBL1066619,8,B
CHEMBL5073,CHEMBL1050405,8,B
CHEMBL5073,CHEMBL1047818,8,B
CHEMBL5073,CHEMBL1102610,8,B
CHEMBL5073,CHEMBL1114031,8,B
CHEMBL5073,CHEMBL1110416,8,B
CHEMBL5073,CHEMBL1168808,8,B
CHEMBL5073,CHEMBL1175394,8,B
CHEMBL5073,CHEMBL1174090,8,B
CHEMBL5073,CHEMBL1219841,8,B
CHEMBL5073,CHEMBL1219882,8,B
CHEMBL5073,CHEMBL1244343,8,B
CHEMBL5073,CHEMBL1244382,8,B
CHEMBL5073,CHEMBL1244746,8,B
CHEMBL5073,CHEMBL1251642,8,B
CHEMBL5073,CHEMBL1259863,8,B
CHEMBL5073,CHEMBL1648190,9,B
CHEMBL5073,CHEMBL1686867,8,B
CHEMBL5073,CHEMBL1686349,9,B
CHEMBL5073,CHEMBL1768891,8,B
CHEMBL5073,CHEMBL1827756,8,B
CHEMBL5073,CHEMBL1908815,8,B
CHEMBL5073,CHEMBL1958822,8,B
CHEMBL5073,CHEMBL1961952,8,B
CHEMBL5073,CHEMBL1961953,8,B
CHEMBL5073,CHEMBL1963811,8,F
CHEMBL5073,CHEMBL2016343,8,B
CHEMBL5073,CHEMBL2014536,8,B
CHEMBL5073,CHEMBL2019663,8,B
CHEMBL5073,CHEMBL2065108,9,B
CHEMBL5073,CHEMBL2065139,9,B
CHEMBL5073,CHEMBL2156489,8,B
CHEMBL5073,CHEMBL2216383,8,B
CHEMBL5073,CHEMBL2209759,8,B
CHEMBL5073,CHEMBL2219018,9,B
CHEMBL5073,CHEMBL2219019,9,B
CHEMBL5073,CHEMBL2353147,9,B
CHEMBL5073,CHEMBL2349848,9,B
CHEMBL5073,CHEMBL2353649,9,B
CHEMBL5073,CHEMBL2405942,9,B
CHEMBL5073,CHEMBL2428017,9,B
CHEMBL5073,CHEMBL2429330,9,B
CHEMBL5073,CHEMBL2438996,9,B
CHEMBL5073,CHEMBL3102381,9,B
CHEMBL5073,CHEMBL3240231,9,B
CHEMBL5073,CHEMBL3364364,9,B
CHEMBL5073,CHEMBL3361868,9,B
CHEMBL5073,CHEMBL3430790,9,B
CHEMBL5073,CHEMBL3632283,9,B
CHEMBL5073,CHEMBL3749843,9,B
CHEMBL5073,CHEMBL3748643,9,B
CHEMBL5073,CHEMBL3762321,9,B
CHEMBL5073,CHEMBL3776894,9,B
CHEMBL5073,CHEMBL3817076,9,B
CHEMBL5073,CHEMBL3817221,9,B
CHEMBL5073,CHEMBL3820308,9,B
CHEMBL5073,CHEMBL4000079,9,B
CHEMBL5073,CHEMBL4007689,9,B
CHEMBL5073,CHEMBL4025037,9,B
CHEMBL5073,CHEMBL4034271,9,B
CHEMBL5073,CHEMBL4034272,9,B
CHEMBL5073,CHEMBL4043848,9,B
CHEMBL5073,CHEMBL4045643,9,B
CHEMBL5073,CHEMBL4045644,9,B
CHEMBL5073,CHEMBL4045886,9,B
CHEMBL5073,CHEMBL4045887,9,B
CHEMBL5073,CHEMBL4055157,9,B
CHEMBL5073,CHEMBL4057268,9,B
CHEMBL5073,CHEMBL4057528,9,B
CHEMBL5073,CHEMBL4118308,9,B
CHEMBL5073,CHEMBL4119992,9,B
CHEMBL5073,CHEMBL4120437,9,B
CHEMBL5073,CHEMBL4120608,9,B
CHEMBL5073,CHEMBL4120832,9,B
CHEMBL5073,CHEMBL4121522,9,B
CHEMBL5073,CHEMBL4156927,9,B
CHEMBL5073,CHEMBL4185706,9,B
CHEMBL5073,CHEMBL4190897,9,B
CHEMBL5073,CHEMBL4230034,9,B
CHEMBL5073,CHEMBL4230606,9,B
CHEMBL5073,CHEMBL4235323,9,B
CHEMBL5073,CHEMBL4263748,9,B
CHEMBL5073,CHEMBL4264195,9,B
CHEMBL5073,CHEMBL4307711,9,B
CHEMBL5073,CHEMBL4314741,9,B
CHEMBL5073,CHEMBL4327606,9,B
CHEMBL5073,CHEMBL4327967,9,B
CHEMBL5073,CHEMBL4328331,9,B
CHEMBL5073,CHEMBL4333302,9,B
CHEMBL5073,CHEMBL4334992,9,B
CHEMBL5073,CHEMBL4336820,9,B
CHEMBL5073,CHEMBL4345309,9,B
CHEMBL5073,CHEMBL4345314,9,B
CHEMBL5073,CHEMBL4351768,9,B
CHEMBL5073,CHEMBL4352293,9,B
CHEMBL5073,CHEMBL4357784,9,B
CHEMBL5073,CHEMBL4365629,9,B
CHEMBL5073,CHEMBL4366309,9,B
CHEMBL5073,CHEMBL4377691,9,B
CHEMBL5073,CHEMBL4379162,9,B
CHEMBL5073,CHEMBL4382415,9,B
CHEMBL5073,CHEMBL4387217,9,B
CHEMBL5073,CHEMBL4389134,9,B
CHEMBL5073,CHEMBL4389611,9,B
CHEMBL5073,CHEMBL4391237,9,B
CHEMBL5073,CHEMBL4405282,9,B
CHEMBL5073,CHEMBL4407953,9,B
CHEMBL5073,CHEMBL4603275,9,B
CHEMBL5073,CHEMBL4629858,9,B
CHEMBL5073,CHEMBL4629865,9,B
CHEMBL5073,CHEMBL4629876,9,B
CHEMBL5073,CHEMBL4629886,9,B
CHEMBL5073,CHEMBL4629894,9,B
CHEMBL5073,CHEMBL4666970,9,B
CHEMBL5073,CHEMBL4667128,9,B
CHEMBL5073,CHEMBL4674469,9,B
CHEMBL5073,CHEMBL4720474,9,B
CHEMBL5073,CHEMBL4720814,9,B
CHEMBL5073,CHEMBL4721314,9,B
CHEMBL5073,CHEMBL4734047,9,B
CHEMBL5073,CHEMBL4765535,9,B
CHEMBL5073,CHEMBL4765546,9,B
CHEMBL5073,CHEMBL4765733,9,B
CHEMBL5073,CHEMBL4765734,9,B
CHEMBL5073,CHEMBL4766711,9,B
CHEMBL5073,CHEMBL4804350,9,B
CHEMBL5073,CHEMBL4804532,9,B
CHEMBL5073,CHEMBL4804820,9,B
CHEMBL5073,CHEMBL4805408,9,B
CHEMBL5073,CHEMBL4805969,9,B
CHEMBL5073,CHEMBL4806425,9,B
CHEMBL5073,CHEMBL4807761,9,B
CHEMBL5073,CHEMBL4879610,9,B
CHEMBL5073,CHEMBL4880976,9,B
CHEMBL5073,CHEMBL4881898,9,B
CHEMBL5073,CHEMBL4882670,8,B
CHEMBL5073,CHEMBL4883839,9,B
CHEMBL5073,CHEMBL4884241,9,B
CHEMBL5073,CHEMBL4885485,9,B
CHEMBL5073,CHEMBL4885946,9,B
CHEMBL5073,CHEMBL4887364,9,B
CHEMBL5073,CHEMBL4887795,9,B
CHEMBL5073,CHEMBL4888164,9,B
CHEMBL5073,CHEMBL4888338,9,B
CHEMBL5073,CHEMBL5038866,9,B
CHEMBL5073,CHEMBL5058100,9,B
CHEMBL5073,CHEMBL5059046,9,B
CHEMBL5073,CHEMBL5059402,9,B
CHEMBL5073,CHEMBL5059681,9,B
CHEMBL5073,CHEMBL5158957,9,B
CHEMBL5073,CHEMBL5209695,9,B
CHEMBL5073,CHEMBL5304489,9,B
CHEMBL5073,CHEMBL5304588,9,B
CHEMBL5073,CHEMBL5304749,9,B
CHEMBL5073,CHEMBL5304853,9,B
CHEMBL5073,CHEMBL5444393,9,F
CHEMBL5073,CHEMBL5446001,9,B
CHEMBL5073,CHEMBL5446136,9,B
CHEMBL5073,CHEMBL5464034,9,B
CHEMBL5073,CHEMBL5464440,9,B
CHEMBL5073,CHEMBL5464818,9,B
CHEMBL5073,CHEMBL5465654,9,B
CHEMBL5073,CHEMBL5466418,9,B
CHEMBL5073,CHEMBL5466419,9,B
CHEMBL5073,CHEMBL5467362,9,B
CHEMBL5073,CHEMBL5467811,9,B
CHEMBL5073,CHEMBL5468342,9,B
CHEMBL5073,CHEMBL5468343,9,B
CHEMBL5073,CHEMBL5469291,9,B
CHEMBL5073,CHEMBL5469292,9,B
CHEMBL5073,CHEMBL5470140,9,B
CHEMBL5073,CHEMBL5470151,9,B
CHEMBL5073,CHEMBL5470152,9,B
CHEMBL5073,CHEMBL5470153,9,B
CHEMBL5073,CHEMBL5470154,9,B
CHEMBL5073,CHEMBL5470155,9,B
CHEMBL5073,CHEMBL5470156,9,B
CHEMBL5073,CHEMBL5470157,9,B
CHEMBL5073,CHEMBL5470158,9,B
CHEMBL5073,CHEMBL5470159,9,B
CHEMBL5073,CHEMBL5470160,9,B
CHEMBL5073,CHEMBL5470161,9,B
CHEMBL5073,CHEMBL5471941,9,B
CHEMBL5073,CHEMBL5472084,9,B
CHEMBL5073,CHEMBL5472688,9,B
CHEMBL5073,CHEMBL5473176,9,B
CHEMBL5073,CHEMBL5473586,9,B
CHEMBL5073,CHEMBL5474098,9,B
CHEMBL5073,CHEMBL5474484,9,B
CHEMBL5073,CHEMBL5474589,9,B
CHEMBL5073,CHEMBL5475112,9,B
CHEMBL5073,CHEMBL5475113,9,B
CHEMBL5073,CHEMBL5475894,9,B
CHEMBL5073,CHEMBL5476962,9,B
CHEMBL5073,CHEMBL5477438,9,B
CHEMBL5073,CHEMBL5478252,9,B
CHEMBL5073,CHEMBL5479026,9,B
CHEMBL5073,CHEMBL5479595,9,B
CHEMBL5073,CHEMBL5479705,9,B
CHEMBL5073,CHEMBL5479903,9,B
CHEMBL5073,CHEMBL5480333,9,B
CHEMBL5073,CHEMBL5480334,9,B
CHEMBL5073,CHEMBL5481129,9,B
CHEMBL5073,CHEMBL5481130,9,B
CHEMBL5073,CHEMBL5482254,9,B
CHEMBL5073,CHEMBL5482699,9,B
CHEMBL5073,CHEMBL5482700,9,B
CHEMBL5073,CHEMBL5528935,9,B
CHEMBL5073,CHEMBL5648455,9,B
CHEMBL5073,CHEMBL5649302,9,B
CHEMBL5073,CHEMBL5649688,9,B
CHEMBL5073,CHEMBL5650542,9,B
CHEMBL5073,CHEMBL5653041,9,B
CHEMBL5073,CHEMBL5654799,9,B
CHEMBL5073,CHEMBL5655089,9,B
CHEMBL5073,CHEMBL5655379,9,B
CHEMBL5073,CHEMBL5657249,9,B
CHEMBL5073,CHEMBL5658297,9,B
CHEMBL5073,CHEMBL5658705,9,B
CHEMBL5073,CHEMBL5659714,9,B
CHEMBL5073,CHEMBL5660039,9,B
CHEMBL5073,CHEMBL5660364,9,B
CHEMBL5073,CHEMBL5660688,9,B
CHEMBL5073,CHEMBL5661012,9,B
CHEMBL5073,CHEMBL5661336,9,B
CHEMBL5073,CHEMBL5663383,9,B
CHEMBL5073,CHEMBL5663509,9,B
CHEMBL5073,CHEMBL5663647,9,B
CHEMBL5073,CHEMBL5663739,9,B
CHEMBL5073,CHEMBL5663831,9,B
CHEMBL5073,CHEMBL5663943,9,B
CHEMBL5073,CHEMBL5664054,9,B
CHEMBL5073,CHEMBL5664167,9,B
CHEMBL5073,CHEMBL5664376,9,B
CHEMBL5073,CHEMBL5675021,9,B
CHEMBL5073,CHEMBL5679391,9,B
CHEMBL5073,CHEMBL5679624,9,B
CHEMBL5073,CHEMBL5681725,9,B
CHEMBL5073,CHEMBL5681985,9,B
CHEMBL5073,CHEMBL5682528,9,B
CHEMBL5073,CHEMBL5683365,9,B
CHEMBL5073,CHEMBL5683774,9,B
CHEMBL5073,CHEMBL5685110,9,B
CHEMBL5073,CHEMBL5685666,9,B
CHEMBL5073,CHEMBL5686091,9,B
CHEMBL5073,CHEMBL5686559,9,B
CHEMBL5073,CHEMBL5696484,9,B
CHEMBL5073,CHEMBL5701523,9,B
CHEMBL5073,CHEMBL5701914,9,B
CHEMBL5073,CHEMBL5702485,9,B
CHEMBL5073,CHEMBL5702824,9,B
CHEMBL5073,CHEMBL5705119,9,B
CHEMBL5073,CHEMBL5706208,9,B
CHEMBL5073,CHEMBL5706354,9,B
CHEMBL5073,CHEMBL5706403,9,B
CHEMBL5073,CHEMBL5708106,9,B
CHEMBL5073,CHEMBL5709890,9,B
CHEMBL5073,CHEMBL5711047,9,B
CHEMBL5073,CHEMBL5711810,9,B
CHEMBL5073,CHEMBL5711995,9,B
CHEMBL5073,CHEMBL5713164,9,B
CHEMBL5073,CHEMBL5717284,9,B
CHEMBL5073,CHEMBL5720283,9,B
CHEMBL5073,CHEMBL5720640,9,B
CHEMBL5073,CHEMBL5724062,9,B
CHEMBL5073,CHEMBL5738774,9,B
CHEMBL2543,CHEMBL860892,9,B
CHEMBL2543,CHEMBL941750,8,B
CHEMBL2543,CHEMBL929099,9,B
CHEMBL2543,CHEMBL970582,8,B
CHEMBL2543,CHEMBL941433,8,B
CHEMBL2543,CHEMBL1034089,8,B
CHEMBL2543,CHEMBL1060984,8,B
CHEMBL2543,CHEMBL1063704,9,B
CHEMBL2543,CHEMBL1052904,8,B
CHEMBL2543,CHEMBL1044504,9,B
CHEMBL2543,CHEMBL1039039,8,B
CHEMBL2543,CHEMBL1066647,8,B
CHEMBL2543,CHEMBL1037109,8,B
CHEMBL2543,CHEMBL1044277,8,B
CHEMBL2543,CHEMBL1048649,9,B
CHEMBL2543,CHEMBL1038892,9,B
CHEMBL2543,CHEMBL1039788,9,B
CHEMBL2543,CHEMBL1069293,8,B
CHEMBL2543,CHEMBL1102784,8,B
CHEMBL2543,CHEMBL1114861,8,B
CHEMBL2543,CHEMBL1168842,8,B
CHEMBL2543,CHEMBL1174188,8,B
CHEMBL2543,CHEMBL1244402,8,B
CHEMBL2543,CHEMBL1244780,8,B
CHEMBL2543,CHEMBL1252290,8,B
CHEMBL2543,CHEMBL1648367,9,B
CHEMBL2543,CHEMBL1768717,8,B
CHEMBL2543,CHEMBL1786920,9,B
CHEMBL2543,CHEMBL1787159,9,B
CHEMBL2543,CHEMBL1827289,8,B
CHEMBL2543,CHEMBL1908530,8,B
CHEMBL2543,CHEMBL1918997,9,B
CHEMBL2543,CHEMBL1936992,8,B
CHEMBL2543,CHEMBL1935899,8,B
CHEMBL2543,CHEMBL1958838,8,B
CHEMBL2543,CHEMBL1962014,8,B
CHEMBL2543,CHEMBL1962015,8,B
CHEMBL2543,CHEMBL1963686,8,F
CHEMBL2543,CHEMBL2014904,8,B
CHEMBL2543,CHEMBL2072010,9,B
CHEMBL2543,CHEMBL2156506,8,B
CHEMBL2543,CHEMBL2211457,9,B
CHEMBL2543,CHEMBL2211467,9,B
CHEMBL2543,CHEMBL2211471,8,B
CHEMBL2543,CHEMBL2213957,8,B
CHEMBL2543,CHEMBL2209310,8,B
CHEMBL2543,CHEMBL2212697,8,B
CHEMBL2543,CHEMBL2218992,9,B
CHEMBL2543,CHEMBL2218993,9,B
CHEMBL2543,CHEMBL2344137,9,B
CHEMBL2543,CHEMBL2349957,9,B
CHEMBL2543,CHEMBL2349823,9,B
CHEMBL2543,CHEMBL2353889,9,B
CHEMBL2543,CHEMBL2394170,9,B
CHEMBL2543,CHEMBL2405311,9,B
CHEMBL2543,CHEMBL2428001,9,B
CHEMBL2543,CHEMBL3101934,9,B
CHEMBL2543,CHEMBL3239322,9,B
CHEMBL2543,CHEMBL3240426,9,B
CHEMBL2543,CHEMBL3270859,9,B
CHEMBL2543,CHEMBL3388058,9,B
CHEMBL2543,CHEMBL3386804,9,B
CHEMBL2543,CHEMBL3424698,9,B
CHEMBL2543,CHEMBL3430806,9,B
CHEMBL2543,CHEMBL3631708,9,B
CHEMBL2543,CHEMBL3630647,9,B
CHEMBL2543,CHEMBL3632316,9,B
CHEMBL2543,CHEMBL3743715,9,B
CHEMBL2543,CHEMBL3749848,9,B
CHEMBL2543,CHEMBL3748988,9,B
CHEMBL2543,CHEMBL3762309,9,B
CHEMBL2543,CHEMBL3771443,9,B
CHEMBL2543,CHEMBL3776526,9,B
CHEMBL2543,CHEMBL3776527,9,B
CHEMBL2543,CHEMBL3778174,9,B
CHEMBL2543,CHEMBL3782162,9,B
CHEMBL2543,CHEMBL3789920,9,B
CHEMBL2543,CHEMBL3804611,9,B
CHEMBL2543,CHEMBL3807324,9,B
CHEMBL2543,CHEMBL3812035,9,B
CHEMBL2543,CHEMBL3812239,9,B
CHEMBL2543,CHEMBL3817065,9,B
CHEMBL2543,CHEMBL3817296,9,B
CHEMBL2543,CHEMBL3829286,9,B
CHEMBL2543,CHEMBL3991678,9,B
CHEMBL2543,CHEMBL3994998,9,B
CHEMBL2543,CHEMBL3998047,9,B
CHEMBL2543,CHEMBL4003431,9,B
CHEMBL2543,CHEMBL4015993,9,B
CHEMBL2543,CHEMBL4025079,9,B
CHEMBL2543,CHEMBL4034304,9,B
CHEMBL2543,CHEMBL4043890,9,B
CHEMBL2543,CHEMBL4045666,9,B
CHEMBL2543,CHEMBL4045909,9,B
CHEMBL2543,CHEMBL4050354,9,B
CHEMBL2543,CHEMBL4055168,9,B
CHEMBL2543,CHEMBL4057210,9,B
CHEMBL2543,CHEMBL4057417,9,B
CHEMBL2543,CHEMBL4119974,9,B
CHEMBL2543,CHEMBL4120434,9,B
CHEMBL2543,CHEMBL4120654,9,B
CHEMBL2543,CHEMBL4120874,9,B
CHEMBL2543,CHEMBL4151454,9,B
CHEMBL2543,CHEMBL4156969,9,B
CHEMBL2543,CHEMBL4178082,9,B
CHEMBL2543,CHEMBL4185748,9,B
CHEMBL2543,CHEMBL4187244,9,B
CHEMBL2543,CHEMBL4190915,9,B
CHEMBL2543,CHEMBL4230053,9,B
CHEMBL2543,CHEMBL4230648,9,B
CHEMBL2543,CHEMBL4232883,9,B
CHEMBL2543,CHEMBL4232980,9,B
CHEMBL2543,CHEMBL4254297,9,B
CHEMBL2543,CHEMBL4263769,9,B
CHEMBL2543,CHEMBL4264237,9,B
CHEMBL2543,CHEMBL4307752,9,B
CHEMBL2543,CHEMBL4314810,9,B
CHEMBL2543,CHEMBL4325344,9,B
CHEMBL2543,CHEMBL4325359,9,B
CHEMBL2543,CHEMBL4327638,9,B
CHEMBL2543,CHEMBL4328005,9,B
CHEMBL2543,CHEMBL4328369,9,B
CHEMBL2543,CHEMBL4333342,9,B
CHEMBL2543,CHEMBL4335026,9,B
CHEMBL2543,CHEMBL4336853,9,B
CHEMBL2543,CHEMBL4344398,9,B
CHEMBL2543,CHEMBL4351784,9,B
CHEMBL2543,CHEMBL4352325,9,B
CHEMBL2543,CHEMBL4357826,9,B
CHEMBL2543,CHEMBL4365670,9,B
CHEMBL2543,CHEMBL4366352,9,B
CHEMBL2543,CHEMBL4377721,9,B
CHEMBL2543,CHEMBL4379192,9,B
CHEMBL2543,CHEMBL4382457,9,B
CHEMBL2543,CHEMBL4387207,9,B
CHEMBL2543,CHEMBL4389176,9,B
CHEMBL2543,CHEMBL4389653,9,B
CHEMBL2543,CHEMBL4391279,9,B
CHEMBL2543,CHEMBL4405324,9,B
CHEMBL2543,CHEMBL4407961,9,B
CHEMBL2543,CHEMBL4603450,9,B
CHEMBL2543,CHEMBL4667119,9,B
CHEMBL2543,CHEMBL4674433,9,B
CHEMBL2543,CHEMBL4678910,9,B
CHEMBL2543,CHEMBL4720438,9,B
CHEMBL2543,CHEMBL4720778,9,B
CHEMBL2543,CHEMBL4721343,9,B
CHEMBL2543,CHEMBL4728285,9,B
CHEMBL2543,CHEMBL4729019,9,B
CHEMBL2543,CHEMBL4739359,9,B
CHEMBL2543,CHEMBL4742511,9,B
CHEMBL2543,CHEMBL4766730,9,B
CHEMBL2543,CHEMBL4804328,9,B
CHEMBL2543,CHEMBL4804369,9,B
CHEMBL2543,CHEMBL4804551,9,B
CHEMBL2543,CHEMBL4804862,9,B
CHEMBL2543,CHEMBL4805450,9,B
CHEMBL2543,CHEMBL4805929,9,B
CHEMBL2543,CHEMBL4806467,9,B
CHEMBL2543,CHEMBL4807796,9,B
CHEMBL2543,CHEMBL4879652,9,B
CHEMBL2543,CHEMBL4880594,9,B
CHEMBL2543,CHEMBL4881004,9,B
CHEMBL2543,CHEMBL4881929,9,B
CHEMBL2543,CHEMBL4882431,9,B
CHEMBL2543,CHEMBL4882700,8,B
CHEMBL2543,CHEMBL4883869,9,B
CHEMBL2543,CHEMBL4884263,9,B
CHEMBL2543,CHEMBL4884677,9,B
CHEMBL2543,CHEMBL4884968,9,B
CHEMBL2543,CHEMBL4885259,9,B
CHEMBL2543,CHEMBL4885936,9,B
CHEMBL2543,CHEMBL4887395,9,B
CHEMBL2543,CHEMBL4887820,9,B
CHEMBL2543,CHEMBL5029938,9,B
CHEMBL2543,CHEMBL5058138,9,B
CHEMBL2543,CHEMBL5059078,9,B
CHEMBL2543,CHEMBL5059648,9,B
CHEMBL2543,CHEMBL5209670,9,B
CHEMBL2543,CHEMBL5342259,9,B
CHEMBL2543,CHEMBL5378214,9,B
CHEMBL2543,CHEMBL5464264,9,B
CHEMBL2543,CHEMBL5464475,9,B
CHEMBL2543,CHEMBL5464853,9,B
CHEMBL2543,CHEMBL5465702,9,B
CHEMBL2543,CHEMBL5466490,9,B
CHEMBL2543,CHEMBL5466491,9,B
CHEMBL2543,CHEMBL5467502,9,B
CHEMBL2543,CHEMBL5467860,9,B
CHEMBL2543,CHEMBL5468434,9,B
CHEMBL2543,CHEMBL5468435,9,B
CHEMBL2543,CHEMBL5469381,9,B
CHEMBL2543,CHEMBL5469382,9,B
CHEMBL2543,CHEMBL5470365,9,B
CHEMBL2543,CHEMBL5470366,9,B
CHEMBL2543,CHEMBL5470367,9,B
CHEMBL2543,CHEMBL5470368,9,B
CHEMBL2543,CHEMBL5470369,9,B
CHEMBL2543,CHEMBL5470370,9,B
CHEMBL2543,CHEMBL5472185,9,B
CHEMBL2543,CHEMBL5472186,9,B
CHEMBL2543,CHEMBL5472733,9,B
CHEMBL2543,CHEMBL5473222,9,B
CHEMBL2543,CHEMBL5474131,9,B
CHEMBL2543,CHEMBL5474642,9,B
CHEMBL2543,CHEMBL5475204,9,B
CHEMBL2543,CHEMBL5475205,9,B
CHEMBL2543,CHEMBL5475940,9,B
CHEMBL2543,CHEMBL5477010,9,B
CHEMBL2543,CHEMBL5477495,9,B
CHEMBL2543,CHEMBL5478304,9,B
CHEMBL2543,CHEMBL5479075,9,B
CHEMBL2543,CHEMBL5479947,9,B
CHEMBL2543,CHEMBL5480397,9,B
CHEMBL2543,CHEMBL5481532,9,B
CHEMBL2543,CHEMBL5481533,9,B
CHEMBL2543,CHEMBL5482307,9,B
CHEMBL2543,CHEMBL5648476,9,B
CHEMBL2543,CHEMBL5649452,9,B
CHEMBL2543,CHEMBL5649717,9,B
CHEMBL2543,CHEMBL5651203,9,B
CHEMBL2543,CHEMBL5653062,9,B
CHEMBL2543,CHEMBL5654828,9,B
CHEMBL2543,CHEMBL5655118,9,B
CHEMBL2543,CHEMBL5655408,9,B
CHEMBL2543,CHEMBL5658336,9,B
CHEMBL2543,CHEMBL5658744,9,B
CHEMBL2543,CHEMBL5659740,9,B
CHEMBL2543,CHEMBL5660065,9,B
CHEMBL2543,CHEMBL5660390,9,B
CHEMBL2543,CHEMBL5660714,9,B
CHEMBL2543,CHEMBL5661038,9,B
CHEMBL2543,CHEMBL5661362,9,B
CHEMBL2543,CHEMBL5675048,9,B
CHEMBL2543,CHEMBL5679406,9,B
CHEMBL2543,CHEMBL5679639,9,B
CHEMBL2543,CHEMBL5681742,9,B
CHEMBL2543,CHEMBL5682002,9,B
CHEMBL2543,CHEMBL5683076,9,B
CHEMBL2543,CHEMBL5683405,9,B
CHEMBL2543,CHEMBL5684343,9,B
CHEMBL2543,CHEMBL5684571,9,B
CHEMBL2543,CHEMBL5685144,9,B
CHEMBL2543,CHEMBL5685701,9,B
CHEMBL2543,CHEMBL5686133,9,B
CHEMBL2543,CHEMBL5686601,9,B
CHEMBL2543,CHEMBL5696506,9,B
CHEMBL2543,CHEMBL5701557,9,B
CHEMBL2543,CHEMBL5701944,9,B
CHEMBL2543,CHEMBL5702517,9,B
CHEMBL2543,CHEMBL5702864,9,B
CHEMBL2543,CHEMBL5705142,9,B
CHEMBL2543,CHEMBL5706264,9,B
CHEMBL2543,CHEMBL5706459,9,B
CHEMBL2543,CHEMBL5709180,9,B
CHEMBL2543,CHEMBL5709496,9,B
CHEMBL2543,CHEMBL5709862,9,B
CHEMBL2543,CHEMBL5711089,9,B
CHEMBL2543,CHEMBL5717323,9,B
CHEMBL2543,CHEMBL5720321,9,B
CHEMBL2543,CHEMBL5720676,9,B
CHEMBL2543,CHEMBL5721621,9,B
CHEMBL2543,CHEMBL5721781,9,B
CHEMBL2543,CHEMBL5721941,9,B
CHEMBL2543,CHEMBL5722101,9,B
CHEMBL2543,CHEMBL5724091,9,B
CHEMBL2634,CHEMBL661282,8,B
CHEMBL2634,CHEMBL661283,9,B
CHEMBL2634,CHEMBL661284,9,B
CHEMBL2634,CHEMBL660534,8,B
CHEMBL2634,CHEMBL814625,9,B
CHEMBL2634,CHEMBL814626,9,B
CHEMBL2634,CHEMBL814627,8,B
CHEMBL2634,CHEMBL814628,8,B
CHEMBL2634,CHEMBL814629,8,B
CHEMBL2634,CHEMBL814630,8,B
CHEMBL2634,CHEMBL814631,8,B
CHEMBL2634,CHEMBL814632,8,B
CHEMBL2634,CHEMBL821540,8,B
CHEMBL2634,CHEMBL822433,8,B
CHEMBL2634,CHEMBL842141,8,B
CHEMBL2634,CHEMBL860907,9,B
CHEMBL2634,CHEMBL860302,9,B
CHEMBL2634,CHEMBL860245,9,B
CHEMBL2634,CHEMBL860873,9,B
CHEMBL2634,CHEMBL860867,9,B
CHEMBL2634,CHEMBL862471,9,B
CHEMBL2634,CHEMBL869154,9,B
CHEMBL2634,CHEMBL910906,9,B
CHEMBL2634,CHEMBL854964,9,B
CHEMBL2634,CHEMBL854683,9,B
CHEMBL2634,CHEMBL873771,9,B
CHEMBL2634,CHEMBL856417,9,B
CHEMBL2634,CHEMBL913332,9,B
